5721,2020-05-22,39,41,11:01,38,09:04,39,1001300株,40百万円,+1,+2.63,40.036円,133回,39.2億円,05/15,0.0,1117.3,－
5721,2020-05-25,41,43,09:11,40,10:25,42,919400株,38百万円,+3,+7.69,41.273円,145回,42.3億円,05/15,0.0,1117.3,－
5721,2020-05-26,42,42,09:00,39,09:23,40,928300株,37百万円,-2,-4.76,40.064円,166回,40.2億円,05/15,0.0,1117.3,－
5721,2020-05-27,40,42,10:46,40,09:00,42,288700株,12百万円,+2,+5.00,41.133円,98回,42.3億円,05/22,0.0,577.5,－
5721,2020-05-28,41,42,09:34,41,09:00,42,274500株,11百万円,0,0,41.264円,47回,42.3億円,05/22,0.0,577.5,－
5721,2020-05-29,41,42,09:22,40,12:30,42,212400株,9百万円,0,0,41.074円,80回,42.3億円,05/22,0.0,577.5,－
5721,2020-06-01,42,42,09:00,41,09:20,42,127500株,5百万円,0,0,41.517円,37回,42.3億円,05/22,0.0,577.5,－
5721,2020-06-02,41,42,09:00,41,09:00,42,110900株,5百万円,0,0,41.475円,47回,42.3億円,05/22,0.0,577.5,－
5721,2020-06-03,41,43,11:20,41,09:00,42,214900株,9百万円,0,0,41.952円,68回,42.3億円,05/29,0.0,595.4,－
5721,2020-06-04,43,49,09:24,43,09:00,45,1654500株,75百万円,+3,+7.14,45.216円,415回,45.3億円,05/29,0.0,595.4,－
5721,2020-06-05,44,45,09:42,43,09:05,44,192600株,9百万円,-1,-2.22,44.153円,80回,44.3億円,05/29,0.0,595.4,－
5721,2020-06-08,44,48,13:06,44,09:00,47,551900株,26百万円,+3,+6.82,46.38円,118回,47.3億円,05/29,0.0,595.4,－
5721,2020-06-09,49,52,09:03,48,09:09,50,1315300株,66百万円,+3,+6.38,49.919円,251回,50.3億円,05/29,0.0,595.4,－
5721,2020-06-10,50,50,09:00,46,10:48,47,961400株,46百万円,-3,-6.00,47.928円,125回,47.3億円,06/05,0.0,477.9,－
5721,2020-06-11,48,48,09:00,45,13:06,45,555200株,26百万円,-2,-4.26,46.169円,113回,45.3億円,06/05,0.0,477.9,－
5721,2020-06-12,43,47,12:42,42,09:00,46,567900株,25百万円,+1,+2.22,44.232円,128回,46.3億円,06/05,0.0,477.9,－
5721,2020-06-15,46,48,09:00,43,14:32,44,577400株,26百万円,-2,-4.35,45.545円,146回,44.3億円,06/05,0.0,477.9,－
5721,2020-06-16,45,46,09:26,45,09:00,46,145400株,7百万円,+2,+4.55,45.406円,56回,46.3億円,06/05,0.0,477.9,－
5721,2020-06-17,46,46,09:00,45,09:05,46,121600株,6百万円,0,0,45.405円,56回,46.3億円,06/12,0.0,872.0,－
5721,2020-06-18,46,47,09:01,45,09:11,46,270500株,12百万円,0,0,45.924円,54回,46.3億円,06/12,0.0,872.0,－
5721,2020-06-19,46,47,13:29,44,14:36,45,428500株,19百万円,-1,-2.17,45.443円,63回,45.3億円,06/12,0.0,872.0,－
5721,2020-06-22,45,45,09:00,43,09:49,43,1063300株,46百万円,-2,-4.44,43.331円,133回,43.3億円,06/12,0.0,872.0,－
5721,2020-06-23,43,49,14:22,43,09:00,47,1350200株,62百万円,+4,+9.30,46.213円,158回,47.3億円,06/12,0.0,872.0,－
5721,2020-06-24,48,49,13:09,44,09:25,47,1594400株,74百万円,0,0,46.515円,164回,47.3億円,06/19,0.0,806.6,－
5721,2020-06-25,46,48,10:11,46,09:00,46,977500株,46百万円,-1,-2.13,46.932円,112回,46.3億円,06/19,0.0,806.6,－
5721,2020-06-26,48,48,09:00,44,11:29,48,1389100株,64百万円,+2,+4.35,46.176円,158回,48.3億円,06/19,0.0,806.6,－
