3182,2020-05-22,1800,2044,09:27,1791,09:06,1946,4113500株,7967百万円,+240,+14.07,1936.702円,16503回,737億円,05/15,0.0,537.6,－
3182,2020-05-25,1986,2098,14:59,1986,09:00,2091,1629600株,3353百万円,+145,+7.45,2057.358円,6644回,792億円,05/15,0.0,537.6,－
3182,2020-05-26,2066,2190,11:06,2001,09:10,2170,1405400株,2996百万円,+79,+3.78,2131.436円,5898回,822億円,05/15,0.0,537.6,－
3182,2020-05-27,2152,2315,14:46,2131,09:00,2293,1206200株,2725百万円,+123,+5.67,2259.491円,4672回,868億円,05/22,2.3,461.6,200
3182,2020-05-28,2305,2368,10:38,2087,14:07,2169,3680200株,8163百万円,-124,-5.41,2218.098円,12335回,821億円,05/22,2.3,461.6,200
3182,2020-05-29,2190,2380,14:35,2152,09:01,2304,1533600株,3527百万円,+135,+6.22,2299.82円,5878回,873億円,05/22,2.3,461.6,200
3182,2020-06-01,2254,2323,09:05,2234,09:29,2300,902600株,2065百万円,-4,-0.17,2287.46円,3941回,871億円,05/22,2.3,461.6,200
3182,2020-06-02,2300,2410,09:13,2300,09:00,2345,817300株,1924百万円,+45,+1.96,2353.801円,3541回,888億円,05/22,2.3,461.6,200
3182,2020-06-03,2375,2378,09:00,2286,14:30,2317,614900株,1421百万円,-28,-1.19,2311.117円,2976回,878億円,05/29,1.2,381.4,317
3182,2020-06-04,2300,2303,09:00,2219,09:35,2227,694900株,1557百万円,-90,-3.88,2240.122円,3368回,843億円,05/29,1.2,381.4,317
3182,2020-06-05,2095,2201,13:24,2008,09:06,2180,885900株,1907百万円,-47,-2.11,2152.223円,3268回,826億円,05/29,1.2,381.4,317
3182,2020-06-08,2153,2190,12:59,2102,10:27,2163,829200株,1778百万円,-17,-0.78,2144.751円,3539回,819億円,05/29,1.2,381.4,317
3182,2020-06-09,2183,2183,09:00,2122,09:47,2169,468300株,1010百万円,+6,+0.28,2156.711円,1806回,821億円,05/29,1.2,381.4,317
3182,2020-06-10,2160,2169,14:15,2131,09:06,2154,399000株,859百万円,-15,-0.69,2151.697円,1602回,816億円,06/05,0.0,348.1,－
3182,2020-06-11,2156,2235,09:39,2136,15:00,2136,533800株,1166百万円,-18,-0.84,2183.644円,2127回,809億円,06/05,0.0,348.1,－
3182,2020-06-12,2070,2115,12:35,2018,09:04,2092,590800株,1228百万円,-44,-2.06,2078.372円,2206回,792億円,06/05,0.0,348.1,－
3182,2020-06-15,2109,2120,09:00,2012,14:43,2019,451400株,936百万円,-73,-3.49,2074.578円,1862回,765億円,06/05,0.0,348.1,－
3182,2020-06-16,2069,2187,12:30,2069,09:01,2129,608600株,1304百万円,+110,+5.45,2143.352円,2683回,806億円,06/05,0.0,348.1,－
3182,2020-06-17,2129,2160,10:04,2104,09:10,2128,561100株,1201百万円,-1,-0.05,2140.863円,2512回,806億円,06/12,0.0,304.3,－
3182,2020-06-18,2120,2200,14:59,2095,09:04,2189,481400株,1029百万円,+61,+2.87,2137.899円,2257回,829億円,06/12,0.0,304.3,－
3182,2020-06-19,2218,2233,09:15,2144,13:49,2152,387100株,844百万円,-37,-1.69,2181.591円,1664回,815億円,06/12,0.0,304.3,－
3182,2020-06-22,2152,2172,09:16,2120,09:04,2134,311400株,669百万円,-18,-0.84,2147.565円,1505回,808億円,06/12,0.0,304.3,－
3182,2020-06-23,2160,2244,10:02,2132,09:01,2179,625400株,1373百万円,+45,+2.11,2195.558円,2670回,825億円,06/12,0.0,304.3,－
3182,2020-06-24,2174,2203,09:34,2139,09:05,2180,366800株,798百万円,+1,+0.05,2175.429円,1565回,826億円,06/19,0.0,352.6,－
3182,2020-06-25,2150,2181,09:53,2140,09:02,2174,239500株,519百万円,-6,-0.28,2167.886円,1115回,823億円,06/19,0.0,352.6,－
3182,2020-06-26,2174,2178,09:00,2080,10:51,2149,385200株,819百万円,-25,-1.15,2125.2円,1756回,814億円,06/19,0.0,352.6,－
3182,2020-06-29,2113,2174,09:18,2101,09:00,2117,403000株,859百万円,-32,-1.49,2132.205円,1920回,802億円,06/19,0.0,352.6,－
3182,2020-06-30,2148,2148,09:00,2086,12:32,2106,252300株,534百万円,-11,-0.52,2118.308円,1300回,798億円,06/26,0.0,337.7,－
3182,2020-07-01,2116,2182,11:23,2105,14:18,2107,243400株,520百万円,+1,+0.05,2137.733円,1183回,798億円,06/26,0.0,337.7,－
3182,2020-07-02,2101,2129,09:00,1982,13:06,1992,548900株,1111百万円,-115,-5.46,2024.832円,2353回,754億円,06/26,0.0,337.7,－
3182,2020-07-03,1995,2116,14:59,1961,09:03,2111,381800株,791百万円,+119,+5.97,2070.822円,1767回,800億円,06/26,0.0,337.7,－
3182,2020-07-06,2175,2195,09:06,2130,09:20,2143,413300株,892百万円,+32,+1.52,2158.786円,1582回,812億円,06/26,0.0,337.7,－
3182,2020-07-07,2144,2155,09:32,2087,13:30,2104,257700株,545百万円,-39,-1.82,2116.218円,1140回,797億円,07/03,0.2,322.8,1614
3182,2020-07-08,2129,2144,09:48,2065,14:59,2065,234900株,493百万円,-39,-1.85,2099.179円,997回,782億円,07/03,0.2,322.8,1614
3182,2020-07-09,2074,2096,09:03,2037,14:17,2045,185500株,380百万円,-20,-0.97,2049.502円,841回,775億円,07/03,0.2,322.8,1614
