5711,2019-08-06,2850,2861,09:40,2798,12:44,2831,628000株,1776百万円,-65,-2.24,2827.362円,2014回
5711,2019-08-06,2745,2855,13:08,2742,09:03,2849,598700株,1689百万円,+18,+0.64,2821.762円,2014回
5711,2019-08-07,2822,2850,10:58,2798,14:09,2807,865700株,2442百万円,-42,-1.47,2821.148円,2883回
5711,2019-08-08,2739,2739,09:03,2683,09:09,2703,1118800株,3037百万円,-104,-3.71,2714.633円,3622回
5711,2019-08-09,2745,2756,09:14,2698,11:24,2710,627200株,1704百万円,+7,+0.26,2716.546円,1793回
5711,2019-08-13,2689,2689,09:00,2641,10:23,2660,648100株,1724百万円,-50,-1.85,2660.293円,1699回
5711,2019-08-14,2694,2698,09:00,2640,09:51,2686,593100株,1584百万円,+26,+0.98,2669.891円,1744回
5711,2019-08-15,2611,2643,15:00,2594,09:03,2643,567900株,1491百万円,-43,-1.60,2626.111円,1558回
5711,2019-08-16,2614,2639,12:30,2597,09:02,2629,493900株,1296百万円,-14,-0.53,2623.358円,1394回
5711,2019-08-19,2640,2641,09:00,2601,11:03,2617,631600株,1651百万円,-12,-0.46,2613.234円,1572回
5711,2019-08-20,2644,2649,09:00,2617,10:29,2640,563700株,1483百万円,+23,+0.88,2631.505円,1343回
5711,2019-08-21,2600,2606,09:00,2579,09:27,2588,537000株,1391百万円,-52,-1.97,2590.941円,1702回
5711,2019-08-22,2589,2591,09:01,2561,09:47,2589,499200株,1289百万円,+1,+0.04,2581.729円,1473回
5711,2019-08-23,2581,2600,09:00,2566,13:37,2574,527800株,1359百万円,-15,-0.58,2575.475円,1657回
5711,2019-08-26,2501,2541,14:58,2492,09:25,2533,675900株,1703百万円,-41,-1.59,2520.008円,2385回
5711,2019-08-26,2545,2566,12:30,2539,14:53,2547,732100株,1866百万円,+14,+0.55,2548.619円,1841回
5711,2019-08-28,2548,2550,10:26,2519,09:08,2542,531400株,1349百万円,-5,-0.20,2539.041円,1738回
5711,2019-08-29,2530,2536,09:00,2499,10:33,2526,1949400株,4912百万円,-16,-0.63,2519.623円,2368回
5711,2019-08-30,2527,2579,13:03,2527,09:00,2575,904500株,2315百万円,+49,+1.94,2559.905円,2146回
5711,2019-09-02,2575,2584,09:01,2554,12:30,2568,520000株,1335百万円,-7,-0.27,2567.011円,1412回
5711,2019-09-03,2558,2574,09:05,2553,10:10,2564,547200株,1403百万円,-4,-0.16,2564.481円,1464回
5711,2019-09-03,2568,2569,09:04,2532,12:55,2542,492700株,1254百万円,-22,-0.86,2544.732円,1498回
5711,2019-09-05,2566,2607,10:27,2565,09:00,2598,700700株,1819百万円,+56,+2.20,2596.525円,2141回
5711,2019-09-05,2612,2632,09:03,2606,09:28,2615,554000株,1449百万円,+17,+0.65,2614.944円,1517回
5711,2019-09-07,2624,2670,14:59,2622,09:09,2670,806600株,2143百万円,+55,+2.10,2656.86円,2136回
5711,2019-09-10,2705,2745,14:34,2705,09:00,2739,973200株,2656百万円,+69,+2.58,2729.513円,3152回
5711,2019-09-11,2777,2844,14:04,2775,09:00,2837,1161300株,3272百万円,+98,+3.58,2817.512円,3206回
5711,2019-09-12,2878,2911,12:50,2866,09:40,2877,1013300株,2926百万円,+40,+1.41,2887.183円,2621回
5711,2019-09-13,2900,2946,13:39,2879,09:12,2940,1067400株,3116百万円,+63,+2.19,2919.536円,2397回
5711,2019-09-17,2938,2951,10:12,2905,09:00,2936,923900株,2709百万円,-4,-0.14,2931.629円,3165回
5711,2019-09-17,2918,2932,14:40,2891,09:31,2926,841800株,2454百万円,-10,-0.34,2915.25円,2478回,3847.38億円
5711,2019-09-19,2919,2969,13:04,2908,09:00,2937,820200株,2415百万円,+11,+0.38,2944.03円,2796回,3861.85億円
5711,2019-09-20,2955,2985,10:33,2939,09:03,2954,999800株,2961百万円,+17,+0.58,2961.359円,2135回,3884.20億円
5711,2019-09-24,2954,2991,09:35,2940,09:03,2952,619000株,1834百万円,-2,-0.07,2962.9円,1947回,3881.57億円
5711,2019-09-25,2929,2982,13:24,2915,09:02,2965,440400株,1303百万円,+13,+0.44,2958.69円,1513回,3898.66億円
5711,2019-09-26,2997,3030,09:19,2983,14:59,2990,599900株,1801百万円,+25,+0.84,3001.412円,1260回,3931.54億円
5711,2019-09-27,2947,2975,09:04,2918,10:55,2957,725600株,2135百万円,-33,-1.10,2942.623円,2379回,3888.15億円
5711,2019-09-30,2932,2951,09:31,2906,13:54,2915,677100株,1978百万円,-42,-1.42,2921.065円,1974回,3832.92億円
5711,2019-10-01,2904,2954,09:52,2891,09:00,2906,607400株,1772百万円,-9,-0.31,2917.819円,1721回,3821.09億円
5711,2019-10-02,2879,2914,14:26,2865,09:00,2907,500900株,1451百万円,+1,+0.03,2895.802円,1669回,3822.40億円
5711,2019-10-03,2829,2892,14:31,2820,09:03,2878,449900株,1290百万円,-29,-1.00,2867.012円,1443回,3784.27億円
5711,2019-10-04,2888,2891,09:00,2846,10:00,2873,457400株,1312百万円,-5,-0.17,2869.134円,1189回,3777.69億円
5711,2019-10-07,2884,2900,09:04,2863,12:30,2873,405700株,1167百万円,0,0,2875.823円,1298回,3777.69億円
5711,2019-10-08,2894,2931,09:25,2879,14:42,2886,372700株,1080百万円,+13,+0.45,2898.689円,1344回,3794.79億円
5711,2019-10-09,2843,2872,09:55,2826,09:00,2859,384300株,1097百万円,-27,-0.94,2855.457円,1277回,3759.29億円
5711,2019-10-10,2859,2875,10:41,2838,09:30,2866,363600株,1041百万円,+7,+0.24,2861.935円,1227回,3768.49億円
5711,2019-10-11,2914,2916,14:30,2887,10:14,2905,532500株,1546百万円,+39,+1.36,2903.754円,1905回,3819.77億円
5711,2019-10-15,2955,2993,13:12,2944,09:00,2975,697000株,2075百万円,+70,+2.41,2977.693円,2101回,3911.81億円
5711,2019-10-16,2992,3020,09:09,2974,14:46,2975,472400株,1411百万円,0,0,2987.104円,1614回,3911.81億円
5711,2019-10-17,2955,2966,14:24,2934,09:58,2960,393800株,1163百万円,-15,-0.50,2954.303円,1795回,3892.09億円
5711,2019-10-18,2951,2980,09:40,2946,09:06,2961,675200株,2000百万円,+1,+0.03,2961.364円,2327回,3893.41億円
5711,2019-10-21,2966,2983,13:50,2954,12:44,2975,579500株,1720百万円,+14,+0.47,2968.08円,2037回,3911.81億円
5711,2019-10-23,3010,3040,09:57,2995,09:06,3020,764500株,2306百万円,+45,+1.51,3016.686円,1321回,3970.98億円
5711,2019-10-24,3050,3075,09:55,3030,09:08,3055,721300株,2204百万円,+35,+1.16,3055.923円,1786回,4017.01億円
5711,2019-10-25,3055,3070,10:08,3040,09:16,3065,393200株,1203百万円,+10,+0.33,3059.204円,981回,4030.15億円
5711,2019-10-28,3090,3120,10:20,3090,09:00,3105,618400株,1921百万円,+40,+1.31,3107.165円,1305回,4082.75億円
5711,2019-10-29,3125,3175,13:41,3110,09:00,3170,603800株,1905百万円,+65,+2.09,3154.482円,1265回,4168.22億円
5711,2019-10-30,3155,3165,09:09,3115,12:53,3135,538000株,1687百万円,-35,-1.10,3135.945円,898回,4122.20億円
5711,2019-10-31,3100,3140,14:33,3090,09:00,3130,472200株,1473百万円,-5,-0.16,3119.155円,853回,4115.62億円
5711,2019-11-01,3085,3120,10:20,3075,09:20,3110,364400株,1132百万円,-20,-0.64,3107.123円,741回,4089.32億円
