6666,2019-12-17,419,432,10:43,412,13:30,415,337000株,142百万円,-7,-1.66,421.899円,688回,31.09億円
6666,2019-12-18,419,427,09:14,397,12:44,406,246600株,101百万円,-9,-2.17,409.373円,577回,30.42億円
6666,2019-12-18,419,427,09:14,397,12:44,406,246600株,101百万円,-9,-2.17,409.373円,577回,30.42億円
6666,2019-12-19,406,425,10:55,406,09:00,414,189800株,79百万円,+8,+1.97,416.426円,462回,31.02億円
6666,2019-12-19,406,425,10:55,406,09:00,414,189800株,79百万円,+8,+1.97,416.426円,462回,31.02億円
6666,2019-12-20,406,417,09:44,402,09:31,408,137100株,56百万円,-6,-1.45,407.851円,333回,30.57億円
6666,2019-12-20,406,417,09:44,402,09:31,408,137100株,56百万円,-6,-1.45,407.851円,333回,30.57億円
6666,2019-12-23,418,432,09:08,415,10:34,420,246700株,104百万円,+12,+2.94,423.207円,597回,31.47億円
6666,2019-12-23,418,432,09:08,415,10:34,420,246700株,104百万円,+12,+2.94,423.207円,597回,31.47億円
6666,2019-12-24,416,434,09:03,414,09:58,420,133500株,56百万円,0,0,419.975円,302回,31.47億円
6666,2019-12-24,416,434,09:03,414,09:58,420,133500株,56百万円,0,0,419.975円,302回,31.47億円
6666,2019-12-25,420,459,09:55,420,09:00,439,584100株,258百万円,+19,+4.52,442.071円,1317回,32.89億円
6666,2019-12-25,420,459,09:55,420,09:00,439,584100株,258百万円,+19,+4.52,442.071円,1317回,32.89億円
6666,2019-12-26,433,452,15:00,423,09:34,452,271300株,119百万円,+13,+2.96,438.437円,772回,33.87億円
6666,2019-12-26,433,452,15:00,423,09:34,452,271300株,119百万円,+13,+2.96,438.437円,772回,33.87億円
6666,2019-12-27,460,460,09:00,438,14:54,439,217300株,97百万円,-13,-2.88,446.3円,521回,32.89億円
6666,2019-12-27,460,460,09:00,438,14:54,439,217300株,97百万円,-13,-2.88,446.3円,521回,32.89億円
6666,2019-12-30,444,478,12:44,442,09:00,474,462100株,214百万円,+35,+7.97,462.281円,1013回,35.52億円
6666,2019-12-30,444,478,12:44,442,09:00,474,462100株,214百万円,+35,+7.97,462.281円,1013回,35.52億円
6666,2020-01-06,464,508,13:04,462,09:15,489,689500株,336百万円,+15,+3.16,487.854円,1332回,36.64億円
6666,2020-01-06,464,508,13:04,462,09:15,489,689500株,336百万円,+15,+3.16,487.854円,1332回,36.64億円
6666,2020-01-07,490,508,09:26,477,13:44,485,379700株,187百万円,-4,-0.82,491.622円,885回,36.34億円
6666,2020-01-07,490,508,09:26,477,13:44,485,379700株,187百万円,-4,-0.82,491.622円,885回,36.34億円
6666,2020-01-08,489,489,09:00,446,09:40,460,373800株,174百万円,-25,-5.15,464.219円,932回,34.47億円
6666,2020-01-08,489,489,09:00,446,09:40,460,373800株,174百万円,-25,-5.15,464.219円,932回,34.47億円
6666,2020-01-09,470,494,12:36,470,09:03,484,320400株,156百万円,+24,+5.22,485.998円,832回,36.26億円
6666,2020-01-09,470,494,12:36,470,09:03,484,320400株,156百万円,+24,+5.22,485.998円,832回,36.26億円
6666,2020-01-10,490,490,09:00,461,09:13,463,219700株,103百万円,-21,-4.34,469.312円,532回,34.69億円
6666,2020-01-10,490,490,09:00,461,09:13,463,219700株,103百万円,-21,-4.34,469.312円,532回,34.69億円
6666,2020-01-14,485,522,10:46,479,09:07,507,867200株,439百万円,+44,+9.50,505.689円,1796回,37.99億円
6666,2020-01-14,485,522,10:46,479,09:07,507,867200株,439百万円,+44,+9.50,505.689円,1796回,37.99億円
6666,2020-01-15,500,537,13:54,496,09:03,518,770000株,401百万円,+11,+2.17,520.573円,1455回,38.81億円
6666,2020-01-15,500,537,13:54,496,09:03,518,770000株,401百万円,+11,+2.17,520.573円,1455回,38.81億円
6666,2020-01-16,516,526,09:00,500,14:54,500,358100株,183百万円,-18,-3.47,511.087円,780回,37.46億円
6666,2020-01-16,516,526,09:00,500,14:54,500,358100株,183百万円,-18,-3.47,511.087円,780回,37.46億円
6666,2020-01-17,520,550,14:59,507,09:12,548,954500株,510百万円,+48,+9.60,534.284円,1881回,41.06億円
6666,2020-01-17,520,550,14:59,507,09:12,548,954500株,510百万円,+48,+9.60,534.284円,1881回,41.06億円
6666,2020-01-20,565,589,11:06,534,14:14,539,1561400株,880百万円,-9,-1.64,563.904円,3236回,40.39億円
6666,2020-01-20,565,589,11:06,534,14:14,539,1561400株,880百万円,-9,-1.64,563.904円,3236回,40.39億円
6666,2020-01-21,539,550,09:02,512,10:36,517,520000株,273百万円,-22,-4.08,524.819円,1183回,38.74億円
6666,2020-01-21,539,550,09:02,512,10:36,517,520000株,273百万円,-22,-4.08,524.819円,1183回,38.74億円
6666,2020-01-22,520,539,13:05,500,09:16,511,491800株,255百万円,-6,-1.16,518.817円,1180回,38.29億円
6666,2020-01-22,520,539,13:05,500,09:16,511,491800株,255百万円,-6,-1.16,518.817円,1180回,38.29億円
6666,2020-01-23,505,521,10:10,495,13:16,501,321700株,163百万円,-10,-1.96,507.725円,638回,37.54億円
6666,2020-01-23,505,521,10:10,495,13:16,501,321700株,163百万円,-10,-1.96,507.725円,638回,37.54億円
6666,2020-01-24,509,509,09:00,483,13:29,488,264600株,130百万円,-13,-2.59,493.126円,545回,36.56億円
6666,2020-01-24,509,509,09:00,483,13:29,488,264600株,130百万円,-13,-2.59,493.126円,545回,36.56億円
6666,2020-01-27,474,487,09:08,467,14:44,472,247600株,118百万円,-16,-3.28,474.58円,565回,35.37億円
6666,2020-01-27,474,487,09:08,467,14:44,472,247600株,118百万円,-16,-3.28,474.58円,565回,35.37億円
6666,2020-01-28,467,489,14:57,457,09:26,482,193400株,92百万円,+10,+2.12,473.176円,432回,36.11億円
6666,2020-01-28,467,489,14:57,457,09:26,482,193400株,92百万円,+10,+2.12,473.176円,432回,36.11億円
6666,2020-01-29,515,554,11:04,488,09:31,546,1918800株,1014百万円,+64,+13.28,528.358円,3684回,40.9億円
6666,2020-01-29,515,554,11:04,488,09:31,546,1918800株,1014百万円,+64,+13.28,528.358円,3684回,40.9億円
6666,2020-01-30,522,525,09:07,465,11:27,481,913700株,449百万円,-65,-11.90,491.889円,1990回,36.0億円
6666,2020-01-30,522,525,09:07,465,11:27,481,913700株,449百万円,-65,-11.90,491.889円,1990回,36.0億円
6666,2020-01-31,491,497,09:07,462,14:11,464,424000株,203百万円,-17,-3.53,479.568円,832回,34.8億円
6666,2020-01-31,491,497,09:07,462,14:11,464,424000株,203百万円,-17,-3.53,479.568円,832回,34.8億円
6666,2020-02-03,443,477,12:37,436,09:06,460,260700株,119百万円,-4,-0.86,454.643円,639回,34.5億円
6666,2020-02-03,443,477,12:37,436,09:06,460,260700株,119百万円,-4,-0.86,454.643円,639回,34.5億円
6666,2020-02-04,464,489,09:36,464,09:00,480,255100株,122百万円,+20,+4.35,479.653円,640回,36.0億円
6666,2020-02-04,464,489,09:36,464,09:00,480,255100株,122百万円,+20,+4.35,479.653円,640回,36.0億円
6666,2020-02-05,485,497,09:13,472,14:55,473,211400株,102百万円,-7,-1.46,480.852円,465回,35.4億円
6666,2020-02-05,485,497,09:13,472,14:55,473,211400株,102百万円,-7,-1.46,480.852円,465回,35.4億円
6666,2020-02-06,477,498,13:01,475,09:48,492,250600株,122百万円,+19,+4.02,486.532円,550回,36.9億円
6666,2020-02-06,477,498,13:01,475,09:48,492,250600株,122百万円,+19,+4.02,486.532円,550回,36.9億円
6666,2020-02-07,492,495,09:14,478,13:22,486,146400株,71百万円,-6,-1.22,484.873円,341回,36.4億円
6666,2020-02-07,492,495,09:14,478,13:22,486,146400株,71百万円,-6,-1.22,484.873円,341回,36.4億円
6666,2020-02-10,480,484,09:08,471,14:03,479,156600株,75百万円,-7,-1.44,476.442円,371回,35.9億円
6666,2020-02-10,480,484,09:08,471,14:03,479,156600株,75百万円,-7,-1.44,476.442円,371回,35.9億円
6666,2020-02-12,487,489,09:02,417,14:45,440,961000株,428百万円,-39,-8.14,445.629円,1762回,33.0億円
6666,2020-02-12,487,489,09:02,417,14:45,440,961000株,428百万円,-39,-8.14,445.629円,1762回,33.0億円
