1332,2019-08-06,660,660,09:00,600,13:02,623,5367300株,3353百万円,-47,-7.01,624.717円,5249回
1332,2019-08-06,604,653,11:03,603,09:03,650,4249200株,2698百万円,+27,+4.33,634.973円,3847回
1332,2019-08-07,639,641,09:03,611,12:42,617,3200300株,1985百万円,-33,-5.08,620.402円,2557回
1332,2019-08-08,615,618,09:07,603,10:07,612,1929500株,1179百万円,-5,-0.81,610.963円,1759回
1332,2019-08-09,614,622,11:05,612,09:00,617,1579100株,974百万円,+5,+0.82,616.875円,1079回
1332,2019-08-13,607,609,09:00,596,14:11,598,2084500株,1254百万円,-19,-3.08,601.423円,1684回
1332,2019-08-14,598,602,09:11,592,11:28,597,2122200株,1267百万円,-1,-0.17,596.826円,2129回
1332,2019-08-15,583,591,12:34,581,09:28,588,1868600株,1094百万円,-9,-1.51,585.562円,1323回
1332,2019-08-16,586,592,10:24,583,09:16,588,1131100株,665百万円,0,0,587.772円,1136回
1332,2019-08-19,598,601,09:01,591,14:10,597,1221800株,728百万円,+9,+1.53,595.559円,1079回
1332,2019-08-20,600,608,09:35,595,11:28,601,1691100株,1014百万円,+4,+0.67,599.545円,1544回
1332,2019-08-21,599,605,09:21,597,14:23,602,1599100株,961百万円,+1,+0.17,600.908円,981回
1332,2019-08-22,603,616,10:37,602,09:00,610,2884000株,1759百万円,+8,+1.33,609.827円,2343回
1332,2019-08-23,611,617,09:02,607,12:39,611,1108800株,677百万円,+1,+0.16,610.927円,960回
1332,2019-08-26,593,599,12:30,589,09:03,598,1415800株,844百万円,-13,-2.13,596.153円,969回
1332,2019-08-26,604,604,09:00,591,14:50,591,1785700株,1062百万円,-7,-1.17,594.666円,1139回
1332,2019-08-28,590,596,09:03,585,14:55,587,1067300株,629百万円,-4,-0.68,589.048円,721回
1332,2019-08-29,585,602,12:37,585,09:00,600,1248900株,746百万円,+13,+2.21,597.199円,1082回
1332,2019-08-30,602,618,13:07,599,09:00,616,1761800株,1080百万円,+16,+2.67,612.984円,1378回
1332,2019-09-02,612,612,09:00,601,12:46,604,1099900株,666百万円,-12,-1.95,605.139円,930回
1332,2019-09-03,601,606,13:22,596,09:32,603,1489000株,896百万円,-1,-0.17,601.52円,1098回
1332,2019-09-03,601,602,10:30,596,09:03,599,1167500株,699百万円,-4,-0.66,598.704円,1011回
1332,2019-09-05,599,614,12:45,597,09:00,606,1706000株,1036百万円,+7,+1.17,607.209円,1123回
1332,2019-09-05,611,613,09:05,601,14:55,604,1315800株,797百万円,-2,-0.33,606.063円,908回
1332,2019-09-07,604,613,14:26,603,09:01,611,1063900株,648百万円,+7,+1.16,608.75円,861回
1332,2019-09-10,613,625,13:35,609,09:02,623,1592900株,986百万円,+12,+1.96,619.226円,1266回
1332,2019-09-11,629,635,14:31,623,10:06,633,1810800株,1140百万円,+10,+1.61,629.605円,1455回
1332,2019-09-12,639,639,09:00,624,11:08,625,1834200株,1152百万円,-8,-1.26,628.242円,1355回
1332,2019-09-13,634,645,12:55,628,09:11,639,3385200株,2158百万円,+14,+2.24,637.491円,1814回
1332,2019-09-17,640,644,09:24,637,09:02,639,1378800株,883百万円,0,0,640.194円,1051回
1332,2019-09-17,639,640,09:00,628,12:44,629,1409100株,890百万円,-10,-1.56,631.603円,1315回,1965.19億円
1332,2019-09-19,629,639,09:29,628,09:00,631,1260500株,798百万円,+2,+0.32,632.761円,899回,1971.44億円
1332,2019-09-20,630,633,13:45,623,09:33,629,1405800株,884百万円,-2,-0.32,628.771円,1254回,1965.19億円
1332,2019-09-24,629,636,10:21,625,09:00,627,954400株,601百万円,-2,-0.32,629.423円,876回,1958.94億円
1332,2019-09-25,626,633,14:14,620,09:33,633,1201900株,756百万円,+6,+0.96,628.94円,855回,1977.68億円
1332,2019-09-26,636,643,09:26,635,09:01,639,1682200株,1075百万円,+6,+0.95,639.03円,1056回,1996.43億円
1332,2019-09-27,626,629,09:12,615,13:37,624,2558600株,1590百万円,-15,-2.35,621.301円,1797回,1949.56億円
1332,2019-09-30,619,619,09:00,608,10:22,611,2108400株,1289百万円,-13,-2.08,611.483円,1667回,1908.95億円
1332,2019-10-01,610,624,10:47,610,09:00,620,1454400株,900百万円,+9,+1.47,618.978円,1401回,1937.07億円
1332,2019-10-02,610,616,09:14,607,13:33,611,2145400株,1310百万円,-9,-1.45,610.43円,1461回,1908.95億円
1332,2019-10-03,593,595,09:03,578,14:28,582,4757900株,2783百万円,-29,-4.75,584.853円,2438回,1818.34億円
1332,2019-10-04,581,588,14:09,576,11:01,585,3137500株,1825百万円,+3,+0.52,581.63円,2525回,1827.72億円
1332,2019-10-07,590,592,09:08,583,12:46,586,1605100株,941百万円,+1,+0.17,586.47円,1351回,1830.84億円
1332,2019-10-08,592,605,11:07,591,09:00,603,2010000株,1208百万円,+17,+2.90,600.825円,1952回,1883.95億円
1332,2019-10-09,598,610,14:40,598,09:00,608,2162900株,1307百万円,+5,+0.83,604.121円,1371回,1899.58億円
1332,2019-10-10,608,617,13:45,603,09:30,616,2247200株,1376百万円,+8,+1.32,612.292円,1743回,1924.57億円
1332,2019-10-11,621,623,09:00,609,14:46,612,2699000株,1661百万円,-4,-0.65,615.275円,1596回,1912.07億円
1332,2019-10-15,622,630,10:14,618,09:03,622,2867400株,1788百万円,+10,+1.63,623.684円,2068回,1943.32億円
1332,2019-10-16,624,624,09:00,606,13:17,609,2259900株,1385百万円,-13,-2.09,612.82円,1619回,1902.70億円
1332,2019-10-17,602,616,09:35,599,12:31,601,3226200株,1952百万円,-8,-1.31,605.103円,1850回,1877.71億円
1332,2019-10-18,605,618,11:05,605,09:00,610,2801200株,1714百万円,+9,+1.50,611.991円,1904回,1905.82億円
1332,2019-10-21,605,610,10:57,604,14:59,605,1260000株,764百万円,-5,-0.82,606.077円,833回,1890.20億円
1332,2019-10-23,608,610,09:00,598,11:09,607,1722500株,1040百万円,+2,+0.33,603.557円,1007回,1896.45億円
1332,2019-10-24,608,608,09:00,597,10:43,598,1983900株,1190百万円,-9,-1.48,599.767円,1649回,1868.33億円
1332,2019-10-25,600,613,14:56,599,09:00,612,3677700株,2228百万円,+14,+2.34,605.7円,1928回,1912.07億円
1332,2019-10-28,612,612,09:00,600,10:49,603,1633900株,987百万円,-9,-1.47,603.855円,1445回,1883.95億円
1332,2019-10-29,606,615,10:17,605,09:00,612,1718400株,1048百万円,+9,+1.49,610.099円,1320回,1912.07億円
1332,2019-10-30,610,617,09:40,608,09:00,617,2711600株,1666百万円,+5,+0.82,614.385円,1509回,1927.69億円
1332,2019-10-31,622,626,12:51,618,09:25,621,1921300株,1196百万円,+4,+0.65,622.5円,1201回,1940.19億円
1332,2019-11-01,616,617,09:00,608,09:26,615,2432600株,1492百万円,-6,-0.97,613.265円,2002回,1921.45億円
1332,2019-11-05,625,647,13:18,608,11:17,636,5872400株,3685百万円,+21,+3.41,627.492円,3959回,1987.06億円
1332,2019-11-06,649,655,09:34,630,14:10,636,3208400株,2062百万円,0,0,642.761円,2482回,1987.06億円
1332,2019-11-07,642,653,09:47,636,11:27,641,2043400株,1316百万円,+5,+0.79,643.819円,1783回,2002.68億円
1332,2019-11-08,651,651,09:00,641,11:20,644,2102800株,1360百万円,+3,+0.47,646.795円,1601回,2012.05億円
1332,2019-11-11,650,650,09:00,635,10:50,640,1904100株,1222百万円,-4,-0.62,641.957円,1341回,1999.55億円
1332,2019-11-12,638,639,09:00,630,11:11,635,1395300株,884百万円,-5,-0.78,633.545円,992回,1983.93億円
1332,2019-11-13,637,638,09:00,632,09:04,635,1455300株,924百万円,0,0,635.023円,1078回,1983.93億円
1332,2019-11-14,639,649,10:29,637,09:00,644,2337600株,1504百万円,+9,+1.42,643.269円,2237回,2012.05億円
1332,2019-11-15,650,685,10:49,649,09:00,676,5474800株,3679百万円,+32,+4.97,671.974円,3854回,2112.03億円
1332,2019-11-18,666,666,09:00,648,14:22,653,3460200株,2269百万円,-23,-3.40,655.865円,2002回,2040.17億円
1332,2019-11-19,659,659,09:00,639,13:33,641,3750000株,2420百万円,-12,-1.84,645.357円,2658回,2002.68億円
1332,2019-11-20,639,639,09:00,618,13:58,618,3092400株,1935百万円,-23,-3.59,625.685円,2078回,1930.82億円
1332,2019-11-21,619,624,09:04,607,10:18,612,3520200株,2159百万円,-6,-0.97,613.267円,2731回,1912.07億円
1332,2019-11-22,612,623,09:20,611,09:00,615,2531300株,1561百万円,+3,+0.49,616.613円,1939回,1921.45億円
1332,2019-11-25,622,634,14:55,620,09:00,634,1850300株,1164百万円,+19,+3.09,629.14円,1345回,1980.81億円
1332,2019-11-26,636,644,13:36,635,09:00,641,3192900株,2041百万円,+7,+1.10,639.376円,1625回,2002.68億円
1332,2019-11-27,648,662,15:00,647,09:00,662,3202500株,2100百万円,+21,+3.28,655.684円,2055回,2068.29億円
1332,2019-11-28,655,662,11:06,645,09:32,656,4136200株,2701百万円,-6,-0.91,652.933円,2256回,2049.54億円
1332,2019-11-29,656,661,09:40,653,09:06,657,2144100株,1411百万円,+1,+0.15,657.914円,1357回,2052.67億円
1332,2019-12-02,656,667,09:59,656,09:00,666,2252800株,1498百万円,+9,+1.37,664.767円,1402回,2080.79億円
1332,2019-12-03,658,658,09:00,647,14:45,647,2600100株,1694百万円,-19,-2.85,651.414円,1547回,2021.42億円
1332,2019-12-05,643,644,09:02,624,09:53,632,3475900株,2189百万円,-10,-1.56,629.833円,2552回,1974.56億円
1332,2019-12-06,632,632,09:00,618,14:37,620,2999500株,1867百万円,-12,-1.90,622.453円,1754回,1937.07億円
1332,2019-12-09,625,625,09:00,614,10:16,619,3248500株,2012百万円,-1,-0.16,619.252円,2197回,1933.94億円
1332,2019-12-10,627,642,10:27,625,09:00,639,5063200株,3218百万円,+20,+3.23,635.572円,2515回,1996.43億円
1332,2019-12-13,640,652,14:38,637,09:02,652,6481000株,4184百万円,+21,+3.33,645.517円,2592回,2037.05億円
1332,2019-12-16,672,689,09:49,666,09:03,670,6891600株,4654百万円,+18,+2.76,675.339円,3987回,2093.28億円
1332,2019-12-17,672,684,10:21,667,14:55,667,3561700株,2401百万円,-3,-0.45,674.123円,2268回,2083.91億円
