1383,接ぎ木苗で国内首位。野菜苗を農協やHC等に販売。病害虫に強い苗開発。,",種苗,農産物輸出,中国関連,農業関連,アベノミクス関連,農林水産,"
1384,北海道の鶏卵最大手。鶏卵の生産・販売のほか、畜肉販売を手掛ける。,",鶏卵,畜産,飼料,農林水産,"
1400,マンションの室内コーティングなどハウスケアが主力。ビル総合管理や不動産開発も。,",リフォーム,内装,マンション関連,中古マンション再生,ビルメンテナンス,マンション管理,不動産関連,仮想通貨,ブロックチェーン,インバウンド,4K・8Kテレビ,"
1401,外壁リフォーム会社。特殊コーティング剤と独自研磨で修繕。契約工務店を拡大へ。,",リフォーム,防災,耐震化,緑化関連,フランチャイズチェーン,"
1407,リフォームから太陽光発電設置工事にシフト。保守・管理、売電や省エネ提案事業も。,",太陽光発電関連,メガソーラー,その他太陽電池関連,特定規模電気事業者,メンテナンス,省エネ支援,エネルギー,"
1413,関東中心に戸建て注文住宅を施工。エコハウスが成長。分譲、リフォーム事業に注力。,",注文住宅,不動産関連,フランチャイズチェーン,復興関連,住宅関連,"
1414,コンクリート補修業で首位。橋梁、高速道路、トンネルなどで実績。補修材料の販売も。,",コンクリート補修,公共投資関連,橋梁,道路,トンネル,国土強靱化,インフラ,水害対策,台風対策,防災,首都高速補修,復興関連,耐震化,国家戦略特区,東京オリンピック,アベノミクス関連,建設,建設・土木,"
1417,通信工事大手。大明、コミュチュア、東電通が統合。M&Aで事業拡大。NTT向け中心。,",通信工事,NTT関連,公共投資関連,携帯電話関連,次世代ネットワーク,5G,LTE,光ファイバー工事,翻訳ビジネス,Society5.0,復興関連,"
1418,内装工事会社。大型商業施設が主力。音響・照明工事に参入。携帯販売も。,",内装,設備工事,ビルメンテナンス,人材派遣,携帯電話販売関連,広告代理店,カジノ関連,"
1419,注文住宅会社。低価格で建築請負。マンション事業やリホーム事業を積極化。,",注文住宅,木造住宅,マンション販売,リフォーム,住宅関連,マンション関連,木材,ミャンマー関連,"
1420,プレハブ住宅の中堅。4大都市圏で販売。マンション開発、賃貸福祉住宅や保育園も。,",住宅関連,注文住宅,リフォーム,マンション関連,中古住宅,木造住宅,プレハブ,介護ロボット,"
1429,ウレタン断熱材「アクアフォーム」の施工・販売。断熱材は工務店向け大。桧家グループ。,",省エネ住宅,住宅関連,建設資材,リフォーム,"
1430,首都圏で中・小型のマンション建設。用地取得からの「造注方式」に実績。,",マンション関連,建設,建設・土木,"
1431,ネットで注文住宅の企画・設計から販売、施工、監理を手掛ける。,",注文住宅,住宅関連,"
1433,プラント解体工事に特化。特許工法に強み。エンジニアリングやマネジメント業務を展開。,",プラント,エンジニアリング,リサイクル,産業廃棄物処理,アスベスト対策,"
1434,電気設備の設計・施工。国内のEPC事業が売上の7割を占める。アジア積極的。,",エンジニアリング,設備工事,電力工事,電力設備投資関連,通信工事,ベトナム関連,デジタルサイネージ,"
1435,ネットを活用のアパート経営プラットホーム「TATERU」を展開。企画・開発・建築も。,",賃貸住宅・アパート経営,不動産関連,不動産ファンド,民泊,シェアリングエコノミー,空き家対策,不動産情報サイト,不動産テック,攻めのIT経営銘柄,ウェブサービス,"
1436,太陽光発電設備が標準の戸建住宅販売。個人向けクリーンエネルギー投資事業も。,",住宅関連,省エネ住宅,賃貸住宅・アパート経営,不動産情報サイト,メガソーラー,その他太陽電池関連,風力発電,サブリース,フランチャイズチェーン,"
1438,造園緑化工事の設計・施工・メンテナンス。個人から公共施設まで全国展開。,",緑化関連,屋上緑化,ガーデニング,住宅関連,太陽光発電関連,"
1439,愛知県を地盤に住宅リフォームや新築住宅販売。地域密着型に強み。,",リフォーム,リノベーション,木造住宅,住宅関連,賃貸仲介,不動産関連,"
1443,消波ブロックの型枠レンタルが主力。特殊土木工事も柱。マンホールなど鋼製型枠も。,",消波ブロック,特殊土木,レンタル,注文住宅,リフォーム,防災,放射能対策,電磁波シールド,緑化関連,復興関連,土木,建設,"
1446,建物の修繕・改修・維持管理が主力。リペアサービスに強み。大手建築と密接。,",リノベーション,リフォーム,内装,インテリア,コールセンター,メンテナンス,2018年のIPO,"
1447,地盤調査改良とITコンサルが主力。18年10月にITbookとサムシングが経営統合。,",地盤改良,地質調査,地盤保証,コンサルティング,ソフト・システム開発,IoT,人材派遣,技術者派遣,人材紹介,電子政府,マイナンバー,クラウドコンピューティング,フィンテック,金融向けシステム,組み込みソフト,Society5.0,ベトナム関連,インド関連,防災,液状化対策,復興関連,東京オリンピック,IT関連,"
1448,プレハブ建築が主力。店舗・工場・共同住宅・駐車場など。傘下に日成ビルド。,",プレハブ,レンタル,駐車場,駐輪場,建設資材,復興関連,土木,建設,"
1449,外壁材の製造販売・施工などの総合リフォーム事業を手掛ける。,",リフォーム,内装,住宅関連,建設,2018年のIPO,"
1450,不動産会社からの元請け方式を主体に、解体工事の全工程を請け負う。,",特殊土木,土壌汚染,アスベスト対策,コンサルティング,エンジニアリング,土木,2018年のIPO,"
1451,兵庫県を中心に建設・不動産事業を展開。日本アジアグループ傘下。,",注文住宅,木造住宅,リフォーム,住宅関連,不動産関連,2019年のIPO,"
1491,金など貴金属リサイクルが主軸。不動産・中古機械販売併営。先物投資運用も。,",貴金属回収,レアメタル,金,リサイクル,不動産関連,投資事業,都市鉱山,金融,"
1514,石炭大手。国内炭撤退、豪などの輸入炭が主力。新素材・人工ダイヤや採石も。,",石炭,建設資材,石炭火力発電,オーストラリア関連,インドネシア関連,ダイヤモンド,老舗,"
1515,鉄鋼向け石灰石が主柱。銅精鉱、電気銅も。海外採鉱拡大。日本製鉄系。,",資源開発,銅,鉄鋼,機械,地熱発電,メガソーラー,土壌汚染,禁煙・分煙,非鉄,素材,"
1518,石炭商社。海外炭も輸入販売。施設運営、飲料ストローも展開。傘下に明光商会。,",石炭,専門商社,資源開発,電子部品,バイオマスプラスチック,アパレル,ホテル,液晶部材・部品,有機EL部材・部品,半導体部材・部品,メガソーラー,リサイクル,オーストラリア関連,インドネシア関連,"
1605,資源開発最大手。原油・ガス開発生産。政府が黄金株保有。海外に強み。,",資源開発,海底資源,原油高メリット,石油,オイルサンド・シェール,メタンハイドレート,シェールガス,シェールオイル,GTL,LNG,メガソーラー,地熱発電,レアメタル,CO2回収・貯留,CO2固定化技術,オーストラリア関連,イラク関連,ブラジル関連,インドネシア関連,アフリカ関連,ロシア関連,LNG運搬船,JPX日経400,"
1662,資源開発大手。原油・天然ガスの探鉱、開発、生産。カナダ・オイルサンドで安定操業。,",海底資源,オイルサンド・シェール,CO2回収・貯留,レアメタル,石油,インドネシア関連,メタンハイドレート,GTL,天然ガス,原油高メリット,イラク関連,LNG,シェールオイル,資源開発,シェールガス,バイオ航空燃料,地熱発電,なでしこ銘柄,レアアース,ロシア関連,"
1663,千葉県産の天然ガス開発・供給。自社販売の副産物、ヨード生産は世界3割。,",天然ガス,ヨウ素,LNG,"
1711,国内ESCO(エネルギー削減保証)事業の草分け。太陽光など再生可能エネを展開。,",省エネ支援,省エネ関連,独立系発電事業者,バイオマス発電,太陽光発電関連,メンテナンス,LED関連,エネルギー,"
1712,土壌汚染処理大手。調査から処理まで一貫。リサイクル事業にも積極展開。,",土壌汚染,リサイクル,復興関連,環境問題,"
1716,工業用ダイヤや水ジェットで舗装やコンクリート構造物を切断・穿孔する工事が主力。,",土木,道路,橋梁,買取再販,メンテナンス,ビルメンテナンス,ウォータージェット工法,リユース,スマートフォン,OA,"
1717,オフィスの設計・施工管理。移転・新設など支援、コンストラクションマネジメントが主力。,",コンサルティング,業務支援,公共投資関連,オフィス,"
1718,大ガス軸のガス工事会社。建設や住宅施工販売も展開。不動産賃貸に注力。,",ガス工事,不動産関連,プレハブ,"
1719,総合建設準大手。ダムやトンネルなど大型土木に定評。海外に積極展開。,",ゼネコン,土木,トンネル,ダム,公共投資関連,インフラ,国土強靱化,リニア中央新幹線,北陸新幹線,シールド工法,再開発,液状化対策,土壌汚染,ヒートアイランド,インドネシア関連,緑化関連,復興関連,東京オリンピック,建設・土木,建設,JPX日経400,"
1720,総合建設大手。約2割がグループからの受注。渋谷駅前再開発、公共事業も。,",ゼネコン,渋谷再開発,マンション関連,PFI,緑化関連,シールド工法,ヒートアイランド,東京オリンピック,インドネシア関連,ミャンマー関連,建設,JPX日経400,"
1721,電気通信工事で首位。日本コムシス中核にNTT向けが過半。携帯各社の工事も。,",通信工事,光ファイバー工事,公共投資関連,電力設備投資関連,電線地中化,携帯電話関連,5G,LTE,ITS,太陽電池・太陽光発電システム,風力発電,地上デジタル放送,Society5.0,JPX日経400,"
1722,注文住宅大手。リフォーム事業も。トヨタホーム傘下。JAXAの宇宙関連事業に参画。,",トヨタグループ,住宅関連,スマートハウス,リフォーム,省エネ住宅,注文住宅,長期優良住宅,賃貸住宅・アパート経営,太陽光発電関連,在宅医療,介護関連,スマートグリッド,住宅エコポイント,消費税増税メリット,リサイクル,復興関連,"
1723,ビル空調計装大手。大型建物向けに設計・施工・管理。製造ライン制御なども。,",グリーンIT,省エネ空調,"
1724,独立系。CATV局向けネットワークを構築・運用・保守。無線通信事業にも参入。,",通信機器,通信工事,CATV,光ファイバー工事,システムインテグレーション,4K・8Kテレビ,無線LAN,地震速報,防災,メンテナンス,"
1726,PC橋梁工事大手。M&Aでエリア拡大、全国展開。鉄道軌道や情報システム子会社も。,",土木,橋梁,PC工法,コンクリート二次製品,ソフト・システム開発,公共投資関連,インフラ,耐震化,国土強靱化,建設・土木,"
1728,ミサワグループの中国地方を担当。木造住宅も。店舗施工やエコリフォームに注力。,",介護関連,住宅関連,リフォーム,太陽光発電関連,"
1730,気泡コンクリート最大手。地盤改良工事等に注力。中国で合弁も。麻生グループ。,",コンクリート,地盤改良,復興関連,東京オリンピック,トンネル,液状化対策,素材,"
1734,北海道地盤の電気工事会社。屋内配線で道内首位。小型風力発電工事も。,",電力設備投資関連,風力発電,電力工事,FA関連,"
1736,空調自動制御設備の工事・メンテなどが主力。管工機材商品などの販売も。,",配管資材,設備工事,制御システム,省エネ空調,メンテナンス,"
1737,プラント建設中堅。非鉄製錬に特化。複合ポリエチレンパイプ事業も併営。,",銅,プラント,"
1738,白アリ駆除と住宅設備リホームが主力。ビルメンテにも力。愛知から関東・関西に。,",リフォーム,太陽光発電関連,ビルメンテナンス,害虫防除,衛生,"
1739,京都地盤の総合建設会社。マンション建築主体。土地オーナー向け賃貸住宅に注力。,",マンション関連,不動産関連,"
1743,九州地盤のPC橋梁建設中堅。官公需８割。注文住宅建設や不動産賃貸も。,",橋梁,土木,コンクリート二次製品,公共投資関連,PC工法,ヒューム管,インフラ,国土強靱化,建設・土木,"
1757,木造住宅建設やリフォーム等を手掛ける。給排水管が柱。太陽光事業に参入。,",住宅関連,リフォーム,ロシア関連,"
1758,下水道や電力線など特殊土木が主力。積水ハウス向け地盤改良と両輪。,",電力設備投資関連,電力工事,下水道,特殊土木,地盤改良,防災,耐震化,公共投資関連,液状化対策,建設基礎工事,"
1762,中堅ゼネコン。土木やマンション、寺社建築に注力。傘下に青木あすなろ、みらい建。,",ゼネコン,海洋土木,建設,老舗,"
1764,神奈川県地盤の中堅建設。建築請負と不動産が主力。介護事業も育成。,",建設,介護関連,不動産関連,建設・土木,"
1766,賃貸マンション建設請負。施工・管理・仲介まで一貫。中部地盤に全国展開へ。,",賃貸仲介,マンション関連,賃貸住宅・アパート経営,建設,"
1768,兵庫県地盤の中堅ゼネコン。民間建築中心。化学運輸事業も。無借金。,",ゼネコン,建設,建設・土木,"
1770,群馬地盤の設備工事中堅。産業設備メンテ、省エネ技術に強み。情報システム等も。,",設備工事,省エネ空調,その他太陽電池関連,電子部品,エアシャワー,放射能対策,メンテナンス,"
1771,道路工事会社。道路標識など交通安全施設が主力。防災安全用品販売も。,",道路標識,防災,公共投資関連,道路,緑化関連,"
1773,"",""
1775,古河系、プラント工事中堅。空調、建築付帯、情報通信設備など各種工事も。,",プラント,省エネ空調,水ビジネス,コージェネレーション,風力発電,その他太陽電池関連,"
1776,三井住友Gの道路舗装中堅。グループ関連工事、官公庁が主力。北海道に強み。,",道路,公共投資関連,インフラ,大雪,"
1777,関電工の傘下。空調・給排水・電気など設備工事中堅。川重の受注1割。,",省エネ空調,下水道,"
1780,長野県のゼネコン中堅。エンジニアリングやマンション開発に強み。小水力発電事業も。,",ゼネコン,建設,公共投資関連,エンジニアリング,土木,注文住宅,高齢者住宅,"
1782,常磐興産グループの総合建設会社。民間建築が主力。土木、緑地事業も。,",ゼネコン,建設,土木,緑化関連,地盤改良,放射能対策,復興関連,アスベスト対策,建設・土木,"
1783,土木工事からゴルフ場運営や不動産投資など多角化推進。リース事業も。,",ゴルフ,建設・土木,不動産投資,不動産関連,投資事業,トンネル,リース,"
1787,防食防さび専業エンジニアリングで業界トップ。診断から補修まで。RCなど育成。,",防食防さび工事,エンジニアリング,メンテナンス,公共投資関連,国土強靱化,特殊土木,"
1788,滋賀県地盤。土木工事で県内首位。民間建築に重点。地中技術に定評。,",防災,下水道,バイオエタノール,"
1789,送電線工事が主体。電力会社向け主力、通信向け育成。建物管理事業も。,",電力工事,電力設備投資関連,太陽光発電関連,5G,光ファイバー工事,設備工事,通信工事,"
1793,岡山地盤のゼネコン中堅で全国展開。土木から建築へ。無線遠隔技術に強み。,",ゼネコン,緑化関連,ヒートアイランド,放射能対策,トンネル,"
1795,ビル・マンションなどの外壁防水工事で首位。外壁補修・改修や工場メンテナンスも。,",リフォーム,"
1798,長野地盤の建設中堅。首都圏や中京に進出。トヨタホームと提携、プレハブ住宅も。,",建設,プレハブ,建設・土木,"
1799,線路工事など鉄道関連工事が主力。JR東系、依存度約7割。非鉄道も強化。,",鉄道関連,ゼネコン,JR関連,賃貸住宅・アパート経営,"
1801,非同族、総合建設大手。市街地再開発に強み。不動産縮小。国内事業に集中。,",ゼネコン,建設,公共投資関連,トンネル,道路,国土強靱化,インフラ輸出,東京駅再開発,羽田空港国際化,リニア中央新幹線,マンション関連,不動産関連,耐震化,防災,首都高速補修,プラント,スマートシティ,グリーンIT,クリーンルーム,PFI,土壌汚染,メタンハイドレート,バイオエタノール,バイオガス,01銘柄,海底資源,その他原子力発電関連,その他太陽電池関連,風力発電,太陽熱発電,地中熱空調,インフラ点検ロボット,シールド工法,インド関連,インドネシア関連,中東関連,ドバイ関連,トルコ関連,ロシア関連,エコ・ファースト制度,ヒートアイランド,放射能対策,排出権取引,植物工場,緑化関連,屋上緑化,復興関連,アスベスト対策,国家戦略特区,アベノミクス関連,東京オリンピック,建設・土木,JPX日経400,"
1802,総合建設大手。関西地盤で首都圏で都市開発。トンネルに強み。発電関連強化。,",ゼネコン,建設,道路,公共投資関連,国土強靱化,再開発,インフラ輸出,スマートシティ,東京駅再開発,羽田空港国際化,東京スカイツリー,リニア中央新幹線,鉄道関連,首都高速補修,耐震化,老舗,PFI,土壌汚染,事業継続計画,地中熱空調,メガソーラー,バイオマス発電,風力発電,洋上風力発電,地熱発電,防災,農業経営,インフラ点検ロボット,シールド工法,ESG投資,インドネシア関連,中東関連,ドバイ関連,トルコ関連,放射能対策,植物工場,ヒートアイランド,緑化関連,砂漠緑化,屋上緑化,復興関連,国家戦略特区,大阪万博,東京オリンピック,アベノミクス関連,建設・土木,JPX日経400,"
1803,総合建設大手。民間建築中心。社寺・伝統建築に定評。PFI事業に注力。,",ゼネコン,建設,ダム,公共投資関連,国土強靱化,インフラ輸出,東京駅再開発,羽田空港国際化,首都高速補修,耐震化,防災,PFI,土壌汚染,メタンハイドレート,スマートグリッド,ドライミスト,潮力発電,省エネ住宅,省エネ支援,その他原子力発電関連,洋上風力発電,風力発電,海底資源,シールド工法,ESG投資,インド関連,インドネシア関連,中東関連,ドバイ関連,排出権取引,ヒートアイランド,クリーンルーム,介護関連,復興関連,緑化関連,屋上緑化,国家戦略特区,東京オリンピック,アベノミクス関連,建設・土木,JPX日経400,"
1805,大型土木の老舗・中堅ゼネコン。防災関連工事に積極的。制震補強に定評。,",ゼネコン,土木,ダム,緑化関連,土壌汚染,下水道,PFI,インドネシア関連,アスベスト対策,復興関連,液状化対策,東京オリンピック,リニア中央新幹線,リフォーム,公共投資関連,建設,建設・土木,"
1807,道路舗装工事中堅。東亜道路と技術情報を交換。新工法開発を強化。,",道路,防災,"
1808,マンション建築最大手。計画から施工まで一貫。独自ノウハウ持つ。サービス関連育成。,",マンション関連,マンション販売,マンション管理,高齢者住宅,介護関連,消費税増税メリット,カーシェアリング,建設,JPX日経400,"
1810,天正年間創業の建築老舗。社寺建設に定評。民間建築主体。文化財復元も。,",PFI,老舗,防災,耐震化,マンション関連,ゼネコン,建設,"
1811,関西地盤の老舗中堅ゼネコン。シールド工法に強み。都市再生関連を強化。,",ゼネコン,老舗,建設,土木,土壌汚染,リニア中央新幹線,東京オリンピック,アフリカ関連,"
1812,総合建設大手。超高層ビル・耐震・原発など技術に強み。内外で不動産開発。,",ゼネコン,建設,トンネル,ダム,公共投資関連,国土強靱化,インフラ輸出,再開発,鉄道関連,リニア中央新幹線,東京駅再開発,羽田空港国際化,首都高速補修,防災,耐震化,PFI,老舗,風力発電,バイオマス発電,太陽光発電関連,その他原子力発電関連,メタンハイドレート,ロボット,シールド工法,カジノ関連,インド関連,インドネシア関連,中東関連,ドバイ関連,ロシア関連,アフリカ関連,復興関連,省エネ支援,クリーンルーム,ヒートアイランド,植物工場,土壌汚染,緑化関連,排出権取引,国家戦略特区,東京オリンピック,アベノミクス関連,建設・土木,JPX日経400,"
1813,不動建とテトラが合併。地盤改良と消波ブロックで首位。独自工法に強み。,",ゼネコン,消波ブロック,海洋土木,特殊土木,公共投資関連,地盤改良,台風対策,水害対策,ゲリラ豪雨,浸水・止水対策,液状化対策,土壌汚染,ヒートアイランド,インフラ,大阪万博,防災,国土強靱化,風力発電,復興関連,土木,建設,建設・土木,"
1814,民間建築中堅。関西から首都圏が中心に。マンションが得意。ミサワホームと提携。,",マンション関連,復興関連,建設,建設・土木,"
1815,土木大手。鉄道で首位級。道路・マンション建設でも定評。JR東が主要株主。,",ゼネコン,建設・土木,JR関連,鉄道関連,道路,マンション関連,インフラ,インフラ輸出,鉄道輸出,東京駅再開発,再開発,リニア中央新幹線,北陸新幹線,トンネル,シールド工法,国土強靱化,防災,PFI,インドネシア関連,復興関連,東京オリンピック,大阪万博,"
1820,総合建設会社。ダム・トンネルなど土木に強み。戸田建と提携。東南アジア強化。,",ゼネコン,建設,土木,ダム,トンネル,公共投資関連,国土強靱化,リニア中央新幹線,リニアモーターカー,羽田空港国際化,シールド工法,土壌汚染,下水道,PFI,アフリカ関連,放射能対策,ヒートアイランド,エコ・ファースト制度,復興関連,緑化関連,東京オリンピック,建設・土木,JPX日経400,"
1821,総合建設準大手。PC橋・超高層マンションに強み。アジアでODA建設工事に進出。,",ゼネコン,PFI,東京駅再開発,インドネシア関連,インド関連,風力発電,ベトナム関連,耐震化,復興関連,JPX日経400,インフラ,インフラ点検ロボット,公共投資関連,建設,建設・土木,"
1822,シールド工法、無人化掘削工法など土木工事に強み。大型プロジェクトに参画。,",ゼネコン,建設・土木,シールド工法,下水道,トンネル,防災,国土強靱化,リニア中央新幹線,リニアモーターカー,水害対策,台風対策,ゲリラ豪雨,浸水・止水対策,復興関連,土木,建設,"
1824,総合建設準大手。民間建築、公共土木など実績。仙台空港などインフラ運営も。,",ゼネコン,緑化関連,羽田空港国際化,バイオガス,PFI,インドネシア関連,ヒートアイランド,公共投資関連,中国関連,耐震化,液状化対策,その他太陽電池関連,放射能対策,風力発電,ミャンマー関連,建設,建設・土木,JPX日経400,"
1826,建設会社中堅。地域密着指向で、北関東が地盤。官・民受注は半々。,",建設,下水道,ゼネコン,復興関連,建設・土木,"
1827,中堅ゼネコン。医療・物流など民間建築主体。海外は東南アジア中心に展開。,",ゼネコン,アジア関連,建設,"
1828,関東・中部地盤の総合プラント工事会社中堅。民間工事主体。タイで表面処理も。,",プラント,設備工事,表面処理加工,メカトロニクス,液晶製造装置,"
1832,北電傘下の電気工事会社。北電向け約7割。太陽光や風力発電工事に注力。,",電力工事,電力設備投資関連,通信工事,設備工事,光ファイバー工事,太陽光発電関連,風力発電,"
1833,関西地盤のゼネコン中堅。作業無人化などトンエル工事に強み。免震技術に定評。,",ゼネコン,緑化関連,防災,下水道,PFI,公共投資関連,耐震化,ごみ処理,トンネル,リニア中央新幹線,建設,"
1835,鉄道保守や駅舎工事などJR東関連工事が大半。環境事業などに注力。,",防災,耐震化,鉄道関連,緑化関連,リサイクル,復興関連,JR関連,その他太陽電池関連,アベノミクス関連,東京オリンピック,ホームドア,北陸新幹線,国土強靱化,建設,建設・土木,鉄道設備投資,鉄道輸出,"
1840,北海道地盤の住宅会社。在来工法でトップ。高断熱・高気密住宅に強み。,",住宅関連,木造住宅,リフォーム,建設資材,木材,冬季五輪,"
1841,建築と不動産の2本柱。特命工事比率高い。金属加工やホテル事業なども。,",建設,不動産関連,マンション関連,エレベーター,建設・土木,"
1844,下水道・地中工事に特化。都関連が大半。民間建築を強化。M&Aで多角化。,",土木,公共投資関連,電線地中化,下水道,水道関連,不動産関連,建設・土木,"
1847,建設会社中堅。商業施設建築・内改装が主体。全国展開、マルハン系に。,",建設,リフォーム,内装,カジノ関連,建設・土木,"
1848,PC工法大手。橋梁、道路などが主力。洋上風力発電施設向けを強化。,",土木,橋梁,PC工法,コンクリート二次製品,公共投資関連,インフラ,耐震化,国土強靱化,建設・土木,"
1850,建築工事が主力の中堅ゼネコン。南海建設と辰村組が統合。南海電鉄グループ。,",ゼネコン,土木,鉄道関連,大阪万博,建設・土木,"
1852,関西系中堅建設の老舗。全国展開。官公庁建築に実績。アジア進出を加速。,",ゼネコン,建設,耐震化,大阪万博,ヒートアイランド,緑化関連,PFI,老舗,建設・土木,"
1853,旭化成ホームズが筆頭株主の建設中堅。土木からマンション建築に。長谷工と連携。,",建設,土木,マンション関連,道路,大阪万博,リフォーム,ゼネコン,建設・土木,"
1860,名門で業界準大手。堅実経営。病院・学校に強み。洋上風力発電に注力。,",ゼネコン,建設,公共投資関連,国土強靱化,PFI,風力発電,バイオマス発電,洋上風力発電,液状化対策,土壌汚染,シールド工法,在宅医療,介護関連,ブラジル関連,ヒートアイランド,緑化関連,エコ・ファースト制度,東京オリンピック,JPX日経400,"
1861,総合建設準大手。大型土木・超高層ビル建築で実績。耐震工事に注力。,",ゼネコン,建設,土木,再開発,トンネル,リニア中央新幹線,北陸新幹線,リニアモーターカー,シールド工法,海底資源,老舗,PFI,エコ・ファースト制度,復興関連,建設・土木,JPX日経400,"
1866,民間建築主力。長野県内で首位、首都圏にも。ホテル・ゴルフ場など多角化。,",建設,ホテル,ゴルフ,ゼネコン,復興関連,冬季五輪,建設・土木,"
1867,新潟地盤の建設会社中堅。中部・東北など県外を開拓。有料老人ホームも。,",建設,ゼネコン,介護関連,北陸新幹線,リニア中央新幹線,老舗,ヒートアイランド,緑化関連,復興関連,建設・土木,"
1869,中部地盤の中堅ゼネコン。鉄道関連が主力でJR東海と密接。官公庁でも実績。,",鉄道関連,防災,耐震化,ゼネコン,JR関連,リニア中央新幹線,"
1870,中部地区で大手。民間建築中心にシフト。独自の耐震工事で受注拡大に力。,",建設,ゼネコン,公共投資関連,耐震化,リニア中央新幹線,北陸新幹線,防災,国土強靱化,建設・土木,"
1871,三菱マテリアル系。PCコンクリート橋梁で首位級。土木・建築両輪目指す。,",公共投資関連,橋梁,耐震化,復興関連,防災,国土強靱化,アベノミクス関連,東京オリンピック,国家戦略特区,インフラ,建設,首都高速補修,"
1873,在来型注文住宅大手。マンションに進出。子会社で木材加工、ホテルなど。,",注文住宅,住宅関連,リフォーム,ホテル,マンション販売,スマートハウス,消費税増税メリット,復興関連,"
1878,独自ノウハウで地主に建物賃貸事業を提案。仲介・管理・家賃保証など一貫で。,",賃貸住宅・アパート経営,賃貸保証,賃貸仲介,住宅関連,JPX日経400,"
1879,建設・不動産開発が主体。一括受注体制。首都圏中心から地方に進出。,",マンション関連,不動産関連,中国関連,耐震化,PC工法,建設,"
1881,JXTG系の道路舗装大手。民間建築で実績、土木も展開。不動産開発も。,",道路,公共投資関連,インフラ,建設,土壌汚染,ヒートアイランド,テニス,放射能対策,国土強靱化,国家戦略特区,復興関連,インド関連,光触媒,アベノミクス関連,東京オリンピック,JPX日経400,"
1882,道路舗装大手。独立系。アスファルト乳剤で首位。アスファルト合材販売や環境事業も。,",道路,公共投資関連,アスファルト,土壌汚染,リサイクル,復興関連,国土強靱化,"
1883,前田建設系の道路舗装大手。小型工事に強く収益の柱。合材販売も。,",道路,公共投資関連,土壌汚染,ヒートアイランド,テニス,復興関連,国土強靱化,東京オリンピック,"
1884,清水建設系道路舗装大手。土木・建築・不動産など多角化。官庁工事で実績。,",道路,公共投資関連,PFI,ヒートアイランド,テニス,復興関連,国土強靱化,東京オリンピック,インフラ,"
1885,旧浅野系の海上土木大手。陸上土木や民間建築も。海外ODAで積極展開。,",ゼネコン,海洋土木,羽田空港国際化,サハリン2,風力発電,洋上風力発電,リニア中央新幹線,防砂,防災,液状化対策,インドネシア関連,復興関連,建設,土木,建設・土木,"
