5697,2019-08-30,423,427,13:27,423,09:00,426,3500株,1百万円,-4,-0.93,424.8円,15回
5697,2019-09-02,426,439,14:15,426,09:00,430,2100株,1百万円,+4,+0.94,434円,10回
5697,2019-09-03,435,438,13:28,435,12:55,436,700株,－百万円,+6,+1.40,435.571円,5回
5697,2019-09-03,429,430,13:40,428,13:09,429,600株,－百万円,-7,-1.61,429.333円,5回
5697,2019-09-05,429,432,12:40,423,10:02,425,4000株,2百万円,-4,-0.93,429.85円,12回
5697,2019-09-05,428,428,09:00,427,10:30,428,2800株,1百万円,+3,+0.71,427.893円,6回
5697,2019-09-07,430,436,10:11,429,13:41,429,1300株,1百万円,+1,+0.23,434.077円,10回
5697,2019-09-10,431,437,12:55,431,09:22,432,1700株,1百万円,+3,+0.70,433.588円,11回
5697,2019-09-11,438,442,10:12,433,14:41,433,4400株,2百万円,+1,+0.23,436.636円,28回
5697,2019-09-12,434,449,10:00,434,09:00,437,7700株,3百万円,+4,+0.92,441.922円,32回
5697,2019-09-13,440,486,09:46,440,09:00,444,17200株,8百万円,+7,+1.60,457.122円,112回
5697,2019-09-17,445,456,13:44,443,09:00,446,3300株,1百万円,+2,+0.45,449.333円,25回
5697,2019-09-17,446,454,09:17,444,10:10,445,6700株,3百万円,-1,-0.22,446.075円,26回,27.10億円
5697,2019-09-19,447,452,09:52,446,12:37,446,1700株,1百万円,+1,+0.22,447.588円,11回,27.17億円
5697,2019-09-20,450,450,09:47,445,12:30,446,2400株,1百万円,0,0,446.375円,13回,27.17億円
5697,2019-09-24,450,450,09:00,434,10:28,439,12700株,6百万円,-7,-1.57,439.984円,39回,26.74億円
5697,2019-09-25,439,442,14:09,439,09:58,442,2700株,1百万円,+3,+0.68,439.63円,9回,26.92億円
5697,2019-09-26,441,445,09:51,430,12:52,434,11100株,5百万円,-8,-1.81,437.883円,48回,26.43億円
5697,2019-09-27,438,442,10:31,435,14:59,437,3100株,1百万円,+3,+0.69,437.387円,10回,26.62億円
5697,2019-09-30,440,453,09:38,434,12:46,438,15800株,7百万円,+1,+0.23,438.449円,40回,26.68億円
5697,2019-10-01,436,448,14:44,436,09:00,446,4600株,2百万円,+8,+1.83,439.804円,23回,27.17億円
5697,2019-10-02,445,448,10:18,436,10:31,439,4400株,2百万円,-7,-1.57,440.568円,28回,26.74億円
5697,2019-10-03,439,439,09:00,423,13:32,432,7200株,3百万円,-7,-1.59,433.278円,38回,26.31億円
5697,2019-10-04,432,435,14:46,431,09:43,434,3500株,2百万円,+2,+0.46,432.971円,15回,26.43億円
5697,2019-10-07,434,438,11:21,434,09:00,438,1000株,－百万円,+4,+0.92,435.7円,6回,26.68億円
5697,2019-10-08,438,441,10:46,433,12:30,438,6300株,3百万円,0,0,437.968円,21回,26.68億円
5697,2019-10-09,435,441,12:41,433,12:56,433,13500株,6百万円,-5,-1.14,435.644円,24回,26.37億円
5697,2019-10-10,438,449,09:30,438,09:12,448,4400株,2百万円,+15,+3.46,443.818円,29回,27.29億円
