8917,2019-08-30,1189,1218,14:59,1189,09:00,1216,12800株,15百万円,+32,+2.70,1205.008円,66回
8917,2019-09-02,1216,1216,09:00,1205,12:30,1206,5700株,7百万円,-10,-0.82,1209.842円,38回
8917,2019-09-03,1209,1226,13:01,1208,09:12,1221,13800株,17百万円,+15,+1.24,1215.63円,69回
8917,2019-09-03,1219,1219,09:00,1207,15:00,1207,4700株,6百万円,-14,-1.15,1213.298円,22回
8917,2019-09-05,1208,1227,11:10,1208,09:00,1219,12500株,15百万円,+12,+0.99,1219.824円,81回
8917,2019-09-05,1229,1242,11:29,1226,09:15,1239,16900株,21百万円,+20,+1.64,1235.728円,89回
8917,2019-09-07,1239,1249,15:00,1227,11:27,1249,18700株,23百万円,+10,+0.81,1241.08円,79回
8917,2019-09-10,1249,1272,13:55,1246,09:00,1269,12300株,16百万円,+20,+1.60,1261.179円,86回
8917,2019-09-11,1268,1291,13:22,1268,09:00,1286,26400株,34百万円,+17,+1.34,1281.943円,129回
8917,2019-09-12,1293,1306,09:59,1283,09:20,1293,30000株,39百万円,+7,+0.54,1297.327円,137回
8917,2019-09-13,1306,1319,14:59,1297,09:30,1317,36600株,48百万円,+24,+1.86,1307.344円,144回
8917,2019-09-17,1317,1317,09:00,1304,12:37,1314,23700株,31百万円,-3,-0.23,1312.523円,107回
8917,2019-09-17,1320,1322,09:00,1294,14:55,1302,17900株,23百万円,-12,-0.91,1307.357円,97回,220.06億円
8917,2019-09-19,1311,1332,14:59,1309,09:57,1332,18900株,25百万円,+30,+2.30,1321.391円,110回,225.13億円
8917,2019-09-20,1332,1355,10:11,1316,14:32,1318,29200株,39百万円,-14,-1.05,1334.007円,170回,222.77億円
8917,2019-09-24,1319,1353,10:29,1319,09:00,1344,17100株,23百万円,+26,+1.97,1340.298円,102回,227.16億円
8917,2019-09-25,1351,1354,09:03,1335,09:11,1345,21500株,29百万円,+1,+0.07,1346.744円,101回,227.33億円
8917,2019-09-26,1355,1366,09:16,1341,14:59,1349,29300株,40百万円,+4,+0.30,1354.983円,115回,228.01億円
8917,2019-09-27,1356,1374,09:57,1340,14:26,1345,32500株,44百万円,-4,-0.30,1353.723円,168回,227.33億円
8917,2019-09-30,1343,1357,10:53,1340,09:02,1345,21600株,29百万円,0,0,1345.972円,94回,227.33億円
8917,2019-10-01,1358,1365,09:31,1352,11:30,1360,16800株,23百万円,+15,+1.12,1358.494円,83回,229.87億円
8917,2019-10-02,1355,1373,09:49,1349,09:00,1364,23900株,33百万円,+4,+0.29,1365.757円,122回,230.54億円
8917,2019-10-03,1358,1361,09:16,1345,10:44,1360,18600株,25百万円,-4,-0.29,1355.075円,97回,229.87億円
8917,2019-10-04,1357,1359,14:33,1343,10:25,1358,21700株,29百万円,-2,-0.15,1353.06円,79回,229.53億円
8917,2019-10-07,1366,1367,09:00,1355,14:43,1356,21500株,29百万円,-2,-0.15,1360.172円,66回,229.19億円
8917,2019-10-08,1357,1359,09:14,1343,10:45,1355,26000株,35百万円,-1,-0.07,1351.327円,83回,229.02億円
8917,2019-10-09,1350,1375,14:40,1345,09:01,1371,22800株,31百万円,+16,+1.18,1364.513円,92回,231.73億円
8917,2019-10-10,1370,1372,09:14,1356,09:08,1364,29400株,40百万円,-7,-0.51,1365.378円,138回,230.54億円
8917,2019-10-11,1361,1362,09:15,1348,10:41,1350,23700株,32百万円,-14,-1.03,1354.24円,96回,228.18億円
8917,2019-10-15,1351,1367,09:19,1351,09:00,1355,33200株,45百万円,+5,+0.37,1355.931円,116回,229.02億円
8917,2019-10-16,1367,1369,09:55,1357,14:38,1363,16300株,22百万円,+8,+0.59,1364.356円,64回,230.37億円
8917,2019-10-17,1363,1363,09:00,1354,12:39,1355,12500株,17百万円,-8,-0.59,1357.832円,59回,229.02億円
8917,2019-10-18,1350,1358,09:06,1346,12:56,1351,35100株,47百万円,-4,-0.30,1349.963円,93回,228.34億円
8917,2019-10-21,1350,1353,09:02,1341,09:26,1351,26500株,36百万円,0,0,1349.019円,92回,228.34億円
8917,2019-10-23,1340,1340,09:00,1327,11:06,1337,45800株,61百万円,-14,-1.04,1335.963円,148回,225.98億円
8917,2019-10-24,1327,1335,09:10,1320,14:36,1320,59600株,79百万円,-17,-1.27,1325.53円,176回,223.11億円
8917,2019-10-25,1300,1308,09:00,1287,09:04,1305,79900株,104百万円,-15,-1.14,1296.885円,223回,220.57億円
8917,2019-10-28,1300,1314,12:37,1287,09:50,1304,96400株,125百万円,-1,-0.08,1299.011円,291回,220.40億円
8917,2019-10-29,1274,1307,09:25,1274,09:00,1289,263100株,338百万円,-15,-1.15,1285.377円,521回,217.87億円
8917,2019-10-30,1272,1320,15:00,1269,09:03,1320,194800株,251百万円,+31,+2.40,1288.43円,505回,223.11億円
8917,2019-10-31,1311,1340,15:00,1297,11:19,1340,58500株,77百万円,+20,+1.52,1318.815円,259回,226.49億円
8917,2019-11-01,1328,1333,13:04,1311,09:35,1331,22400株,30百万円,-9,-0.67,1325.629円,108回,224.96億円
8917,2019-11-05,1332,1344,09:00,1322,10:29,1338,40200株,54百万円,+7,+0.53,1333.878円,185回,226.15億円
8917,2019-11-07,1336,1336,09:00,1325,09:27,1325,14600株,19百万円,-11,-0.82,1328.171円,52回,223.95億円
8917,2019-11-08,1342,1342,09:00,1323,13:00,1332,22500株,30百万円,+7,+0.53,1331.067円,79回,225.13億円
8917,2019-11-11,1338,1344,15:00,1330,09:10,1344,28100株,38百万円,+12,+0.90,1340.06円,130回,227.16億円
8917,2019-11-12,1344,1356,10:52,1340,09:05,1343,39300株,53百万円,-1,-0.07,1348.132円,119回,226.99億円
8917,2019-11-13,1340,1340,09:00,1330,14:59,1332,12300株,16百万円,-11,-0.82,1333.667円,39回,225.13億円
8917,2019-11-14,1330,1330,09:00,1312,10:23,1315,22700株,30百万円,-17,-1.28,1320.85円,118回,222.26億円
8917,2019-11-15,1311,1352,13:01,1311,09:00,1340,25500株,34百万円,+25,+1.90,1336.596円,143回,226.49億円
8917,2019-11-18,1340,1340,09:00,1317,11:19,1320,9500株,13百万円,-20,-1.49,1323.537円,61回,223.11億円
8917,2019-11-19,1317,1318,09:07,1307,11:01,1310,8200株,11百万円,-10,-0.76,1311.854円,57回,221.41億円
8917,2019-11-20,1304,1306,09:17,1272,13:11,1280,17100株,22百万円,-30,-2.29,1282.86円,97回,216.34億円
8917,2019-11-21,1280,1285,09:20,1266,09:58,1281,14600株,19百万円,+1,+0.08,1277.404円,78回,216.51億円
8917,2019-11-22,1281,1300,12:30,1275,14:40,1279,12300株,16百万円,-2,-0.16,1283.781円,67回,216.18億円
8917,2019-11-25,1279,1293,14:23,1276,09:17,1289,9100株,12百万円,+10,+0.78,1286.165円,49回,217.87億円
8917,2019-11-26,1298,1320,09:17,1297,09:00,1310,21300株,28百万円,+21,+1.63,1309.446円,86回,221.41億円
8917,2019-11-27,1324,1327,09:00,1304,14:37,1307,13900株,18百万円,-3,-0.23,1313.396円,101回,220.91億円
8917,2019-11-28,1316,1316,09:00,1306,10:53,1306,6600株,9百万円,-1,-0.08,1310.212円,38回,220.74億円
8917,2019-11-29,1317,1319,12:40,1309,09:11,1313,6900株,9百万円,+7,+0.54,1312.942円,38回,221.92億円
8917,2019-12-02,1318,1324,12:30,1312,10:47,1319,8600株,11百万円,+6,+0.46,1318.535円,65回,222.94億円
8917,2019-12-03,1318,1323,12:30,1307,11:01,1312,9100株,12百万円,-7,-0.53,1313.44円,58回,221.75億円
8917,2019-12-05,1306,1312,10:14,1300,14:49,1304,8100株,11百万円,-2,-0.15,1306.753円,54回,220.40億円
8917,2019-12-06,1304,1309,12:30,1298,09:01,1300,7100株,9百万円,-4,-0.31,1302.183円,45回,219.72億円
8917,2019-12-09,1301,1311,14:54,1301,09:00,1308,7700株,10百万円,+8,+0.62,1306.195円,43回,221.08億円
8917,2019-12-10,1314,1323,14:49,1310,10:56,1322,12400株,16百万円,+14,+1.07,1318.153円,70回,223.44億円
8917,2019-12-13,1320,1333,09:23,1317,09:00,1331,29400株,39百万円,+16,+1.22,1325.98円,131回,224.96億円
