1787,2019-12-17,3630,3645,14:45,3620,13:45,3645,600株,2百万円,-55,-1.49,3630円,4回,94.86億円
1787,2019-12-18,3630,3630,09:35,3630,09:35,3630,200株,1百万円,-15,-0.41,3630円,2回,94.47億円
1787,2019-12-19,3650,3710,12:30,3650,09:50,3710,500株,2百万円,+80,+2.20,3662円,2回,96.55億円
1787,2019-12-20,3700,3700,09:00,3650,09:31,3650,400株,1百万円,-60,-1.62,3662.5円,4回,94.99億円
1787,2019-12-23,3660,3660,14:13,3660,14:13,3660,100株,－百万円,+10,+0.27,3660円,1回,95.25億円
1787,2019-12-24,－,－,－,－,－,－,－株,－百万円,0,0,－円,0回,95.25億円
1787,2019-12-25,－,－,－,－,－,－,－株,－百万円,0,0,－円,0回,95.25億円
1787,2019-12-26,－,－,－,－,－,－,－株,－百万円,0,0,－円,0回,95.25億円
1787,2019-12-27,3520,3520,14:04,3520,14:04,3520,2100株,7百万円,0,0,3520円,2回,91.61億円
1787,2019-12-30,－,－,－,－,－,－,－株,－百万円,0,0,－円,0回,91.61億円
1787,2020-01-06,3515,3515,09:00,3495,14:08,3495,400株,1百万円,0,0,3505円,2回,90.96億円
1787,2020-01-07,3495,3495,09:00,3470,12:58,3470,400株,1百万円,-25,-0.72,3486.25円,4回,90.31億円
1787,2020-01-08,－,－,－,－,－,－,－株,－百万円,0,0,－円,0回,90.31億円
1787,2020-01-09,3400,3480,14:53,3400,09:00,3440,400株,1百万円,0,0,3435円,4回,89.53億円
1787,2020-01-10,3370,3370,11:06,3370,11:06,3370,300株,1百万円,-70,-2.03,3370円,2回,87.70億円
1787,2020-01-14,3360,3360,13:00,3355,13:04,3355,200株,1百万円,-15,-0.45,3357.5円,2回,87.31億円
1787,2020-01-15,3285,3315,09:00,3285,09:00,3315,1200株,4百万円,-40,-1.19,3287.5円,2回,86.27億円
1787,2020-01-16,3305,3305,10:55,3305,10:55,3305,100株,－百万円,-10,-0.30,3305円,1回,86.01億円
1787,2020-01-17,3360,3360,09:06,3305,14:49,3305,400株,1百万円,0,0,3328.75円,4回,86.01億円
1787,2020-01-20,3280,3280,13:48,3280,13:48,3280,200株,1百万円,-25,-0.76,3280円,1回,85.36億円
