0800,2020-05-18,23454.83,23730.08,－,23354.15,－,23685.42,－株,－百万円,+60.08,+0.25,－円,－回,－,"","","",""
0800,2020-05-19,24059.98,24708.54,－,24059.98,－,24597.37,－株,－百万円,+911.95,+3.85,－円,－回,－,"","","",""
0800,2020-05-20,24577.48,24599.50,－,24202.96,－,24206.86,－株,－百万円,-390.51,-1.59,－円,－回,－,"","","",""
0800,2020-05-21,24455.94,24649.48,－,24455.94,－,24575.90,－株,－百万円,+369.04,+1.52,－円,－回,－,"","","",""
0800,2020-05-22,24564.27,24718.46,－,24370.88,－,24474.12,－株,－百万円,-101.78,-0.41,－円,－回,－,"","","",""
0800,2020-05-25,24461.98,24481.64,－,24294.07,－,24465.16,－株,－百万円,-8.96,-0.04,－円,－回,－,"","","",""
0800,2020-05-26,24461.98,24481.64,－,24294.07,－,24465.16,－株,－百万円,-8.96,-0.04,－円,－回,－,"","","",""
0800,2020-05-27,24781.84,25176.42,－,24781.84,－,24995.11,－株,－百万円,+529.95,+2.17,－円,－回,－,"","","",""
0800,2020-05-28,25298.63,25551.56,－,25009.87,－,25548.27,－株,－百万円,+553.16,+2.21,－円,－回,－,"","","",""
0800,2020-05-29,25697.36,25758.79,－,25358.73,－,25400.64,－株,－百万円,-147.63,-0.58,－円,－回,－,"","","",""
0800,2020-06-01,25324.15,25482.80,－,25031.67,－,25383.11,－株,－百万円,-17.53,-0.07,－円,－回,－,"","","",""
0800,2020-06-02,25342.99,25508.83,－,25220.66,－,25475.02,－株,－百万円,+91.91,+0.36,－円,－回,－,"","","",""
0800,2020-06-03,25582.52,25743.13,－,25523.74,－,25742.65,－株,－百万円,+267.63,+1.05,－円,－回,－,"","","",""
0800,2020-06-04,25906.88,26337.75,－,25906.88,－,26269.89,－株,－百万円,+527.24,+2.05,－円,－回,－,"","","",""
0800,2020-06-05,26226.49,26384.10,－,26082.31,－,26281.82,－株,－百万円,+11.93,+0.05,－円,－回,－,"","","",""
0800,2020-06-08,26836.80,27338.30,－,26836.80,－,27110.98,－株,－百万円,+829.16,+3.15,－円,－回,－,"","","",""
0800,2020-06-09,27232.93,27580.21,－,27232.48,－,27572.44,－株,－百万円,+461.46,+1.70,－円,－回,－,"","","",""
0800,2020-06-10,27447.37,27447.37,－,27151.06,－,27272.30,－株,－百万円,-300.14,-1.09,－円,－回,－,"","","",""
0800,2020-06-11,27251.89,27355.22,－,26938.05,－,26989.99,－株,－百万円,-282.31,-1.04,－円,－回,－,"","","",""
0800,2020-06-12,26282.51,26294.08,－,25082.72,－,25128.17,－株,－百万円,-1861.82,-6.90,－円,－回,－,"","","",""
0800,2020-06-15,25659.42,25965.55,－,25078.41,－,25605.54,－株,－百万円,+477.37,+1.90,－円,－回,－,"","","",""
0800,2020-06-16,25270.39,25891.58,－,24843.18,－,25763.16,－株,－百万円,+157.62,+0.62,－円,－回,－,"","","",""
0800,2020-06-17,26326.68,26611.03,－,25811.70,－,26289.98,－株,－百万円,+526.82,+2.04,－円,－回,－,"","","",""
0800,2020-06-18,26330.52,26400.07,－,26068.41,－,26119.61,－株,－百万円,-170.37,-0.65,－円,－回,－,"","","",""
0800,2020-06-19,26016.45,26154.20,－,25848.53,－,26080.10,－株,－百万円,-39.51,-0.15,－円,－回,－,"","","",""
0800,2020-06-22,26213.10,26451.44,－,25759.66,－,25871.46,－株,－百万円,-208.64,-0.80,－円,－回,－,"","","",""
0800,2020-06-23,25865.08,26059.81,－,25667.68,－,26024.96,－株,－百万円,+153.50,+0.59,－円,－回,－,"","","",""
0800,2020-06-24,26159.39,26314.97,－,26105.97,－,26156.10,－株,－百万円,+131.14,+0.50,－円,－回,－,"","","",""
0800,2020-06-25,25992.96,25992.96,－,25296.73,－,25445.94,－株,－百万円,-710.16,-2.72,－円,－回,－,"","","",""
0800,2020-06-26,25365.22,25769.61,－,25209.79,－,25745.60,－株,－百万円,+299.66,+1.18,－円,－回,－,"","","",""
