9956,2019-08-30,1744,1788,14:00,1736,09:08,1783,271900株,481百万円,+36,+2.06,1768.034円,1063回
9956,2019-09-02,1777,1789,09:01,1737,14:59,1740,164700株,288百万円,-43,-2.41,1750.391円,669回
9956,2019-09-03,1738,1767,13:37,1721,09:11,1755,123700株,217百万円,+15,+0.86,1751.516円,485回
9956,2019-09-03,1756,1761,09:28,1744,09:17,1751,141500株,248百万円,-4,-0.23,1753.538円,531回
9956,2019-09-05,1765,1823,12:37,1764,09:00,1797,206300株,371百万円,+46,+2.63,1799.944円,868回
9956,2019-09-05,1809,1809,09:00,1772,09:38,1774,129700株,231百万円,-23,-1.28,1780.796円,634回
9956,2019-09-07,1781,1824,14:03,1781,09:00,1820,133900株,243百万円,+46,+2.59,1814.004円,589回
9956,2019-09-10,1823,1838,12:43,1808,09:04,1812,218300株,397百万円,-8,-0.44,1818.727円,939回
9956,2019-09-11,1821,1871,14:45,1817,09:01,1866,205700株,382百万円,+54,+2.98,1854.72円,866回
9956,2019-09-12,1876,1883,12:58,1854,09:14,1859,139200株,260百万円,-7,-0.38,1866.789円,592回
9956,2019-09-13,1877,1880,09:00,1848,09:15,1863,242600株,452百万円,+4,+0.22,1864.09円,832回
9956,2019-09-17,1861,1869,12:56,1842,09:05,1856,256900株,478百万円,-7,-0.38,1858.998円,949回
9956,2019-09-17,1863,1871,09:01,1817,13:21,1835,227600株,417百万円,-21,-1.13,1831.969円,872回,990.67億円
9956,2019-09-19,1826,1888,11:10,1826,09:00,1875,200000株,374百万円,+40,+2.18,1871.604円,793回,1012.27億円
9956,2019-09-20,1880,1881,09:00,1848,11:25,1858,175400株,326百万円,-17,-0.91,1859.17円,662回,1003.09億円
9956,2019-09-24,1878,1900,10:00,1875,09:00,1891,114100株,216百万円,+33,+1.78,1889.8円,482回,1020.90億円
9956,2019-09-25,1890,1908,12:37,1885,09:00,1893,146000株,277百万円,+2,+0.11,1897.419円,646回,1021.98億円
9956,2019-09-26,1911,1915,09:04,1885,11:08,1893,159300株,302百万円,0,0,1898.456円,702回,1021.98億円
9956,2019-09-27,1880,1885,09:03,1825,13:54,1858,144100株,267百万円,-35,-1.85,1852.472円,673回,1003.09億円
9956,2019-09-30,1852,1864,09:00,1814,13:42,1820,153800株,281百万円,-38,-2.05,1829.513円,659回,982.57億円
9956,2019-10-01,1838,1868,13:21,1836,09:01,1858,108000株,201百万円,+38,+2.09,1856.925円,460回,1003.09億円
9956,2019-10-02,1850,1863,12:41,1840,09:40,1848,137000株,254百万円,-10,-0.54,1852.04円,604回,997.69億円
9956,2019-10-03,1809,1811,09:25,1787,13:31,1797,140200株,252百万円,-51,-2.76,1797.65円,623回,970.16億円
9956,2019-10-04,1801,1816,14:59,1789,10:47,1815,87900株,159百万円,+18,+1.00,1805.739円,379回,979.87億円
9956,2019-10-07,1810,1831,09:09,1810,09:00,1825,76400株,139百万円,+10,+0.55,1823.982円,347回,985.27億円
9956,2019-10-08,1850,1868,09:14,1840,10:44,1861,128100株,238百万円,+36,+1.97,1857.917円,587回,1004.71億円
9956,2019-10-09,1830,1853,14:24,1821,10:05,1839,163400株,300百万円,-22,-1.18,1835.621円,811回,992.83億円
9956,2019-10-10,1845,1855,09:05,1816,09:36,1825,123100株,225百万円,-14,-0.76,1828.461円,680回,985.27億円
9956,2019-10-11,1834,1847,13:55,1820,09:09,1840,105700株,194百万円,+15,+0.82,1837.485円,431回,993.37億円
9956,2019-10-15,1865,1892,10:15,1854,14:40,1859,204800株,382百万円,+19,+1.03,1867.417円,861回,1003.63億円
9956,2019-10-16,1887,1920,14:03,1883,09:00,1908,210000株,400百万円,+49,+2.64,1906.896円,927回,1030.08億円
9956,2019-10-17,1906,1906,09:00,1856,14:49,1861,159400株,298百万円,-47,-2.46,1868.824円,692回,1004.71億円
9956,2019-10-18,1860,1884,09:09,1835,14:59,1835,114000株,211百万円,-26,-1.40,1848.552円,533回,990.67億円
9956,2019-10-21,1846,1872,13:00,1839,09:02,1852,69100株,128百万円,+17,+0.93,1853.752円,377回,999.85億円
9956,2019-10-23,1865,1871,14:58,1841,10:45,1868,89900株,167百万円,+16,+0.86,1858.121円,431回,1008.49億円
9956,2019-10-24,1888,1892,09:00,1863,14:44,1866,71800株,135百万円,-2,-0.11,1876.336円,325回,1007.41億円
9956,2019-10-25,1874,1881,14:59,1866,10:09,1878,81400株,153百万円,+12,+0.64,1874.838円,382回,1013.89億円
9956,2019-10-28,1889,1889,09:00,1854,13:56,1866,110400株,206百万円,-12,-0.64,1865.919円,532回,1007.41億円
9956,2019-10-29,1876,1892,09:06,1876,09:00,1882,132400株,249百万円,+16,+0.86,1882.205円,519回,1016.04億円
9956,2019-10-30,1875,1892,09:24,1864,10:58,1864,229900株,430百万円,-18,-0.96,1869.186円,891回,1006.33億円
9956,2019-10-31,1883,1884,09:07,1854,15:00,1854,135400株,252百万円,-10,-0.54,1863.367円,614回,1000.93億円
9956,2019-11-01,1857,1877,13:38,1844,09:08,1867,118500株,221百万円,+13,+0.70,1864.977円,564回,1007.95億円
