0012,2020-05-18,844.49,873.14,14:55,843.71,09:06,872.56,155178900株,－百万円,+33.03,+3.93,－円,－回,－,"","","",""
0012,2020-05-19,883.41,886.39,09:03,870.00,09:42,880.62,148849500株,－百万円,+8.06,+0.92,－円,－回,－,"","","",""
0012,2020-05-20,882.96,910.80,14:33,882.55,09:00,908.50,117665600株,－百万円,+27.88,+3.17,－円,－回,－,"","","",""
0012,2020-05-21,912.47,928.32,14:55,911.86,09:01,927.70,221292600株,－百万円,+17.72,+1.95,－円,－回,－,"","","",""
0012,2020-05-22,928.69,936.89,09:36,920.82,12:48,926.71,306929900株,－百万円,-0.99,-0.11,－円,－回,－,"","","",""
0012,2020-05-25,940.67,960.89,12:45,940.67,09:00,959.13,259630100株,－百万円,+32.42,+3.50,－円,－回,－,"","","",""
0012,2020-05-26,962.83,972.80,12:38,938.41,13:56,952.58,409761700株,－百万円,-6.55,-0.68,－円,－回,－,"","","",""
0012,2020-05-27,947.35,955.63,15:00,935.13,09:13,955.63,188449600株,－百万円,+3.05,+0.32,－円,－回,－,"","","",""
0012,2020-05-28,954.82,958.12,09:07,932.28,12:59,947.98,206785700株,－百万円,-7.65,-0.80,－円,－回,－,"","","",""
0012,2020-05-29,948.80,982.43,15:00,948.46,09:00,982.43,141021200株,－百万円,+34.45,+3.63,－円,－回,－,"","","",""
0012,2020-06-01,983.69,1009.42,12:47,982.95,09:05,1002.79,163400100株,－百万円,+20.36,+2.07,－円,－回,－,"","","",""
0012,2020-06-02,1009.96,1018.87,13:42,1000.39,09:50,1014.99,155634300株,－百万円,+12.20,+1.22,－円,－回,－,"","","",""
0012,2020-06-03,1021.44,1022.39,09:20,994.61,11:28,1003.31,157701200株,－百万円,-11.68,-1.15,－円,－回,－,"","","",""
0012,2020-06-04,1004.41,1008.40,09:21,978.16,12:49,990.74,131636400株,－百万円,-12.57,-1.25,－円,－回,－,"","","",""
0012,2020-06-05,982.59,997.83,14:56,977.82,11:27,996.06,139832100株,－百万円,+5.32,+0.54,－円,－回,－,"","","",""
0012,2020-06-08,999.30,1012.10,14:59,992.55,09:16,1012.05,152752800株,－百万円,+15.99,+1.61,－円,－回,－,"","","",""
0012,2020-06-09,1008.67,1023.55,14:19,995.69,09:49,1020.88,240013200株,－百万円,+8.83,+0.87,－円,－回,－,"","","",""
0012,2020-06-10,1012.47,1038.25,12:39,1012.47,09:00,1036.37,247031200株,－百万円,+15.49,+1.52,－円,－回,－,"","","",""
0012,2020-06-11,1033.97,1044.74,10:43,1003.00,14:50,1007.14,252733400株,－百万円,-29.23,-2.82,－円,－回,－,"","","",""
0012,2020-06-12,985.68,1008.17,12:51,955.61,09:06,999.24,238786300株,－百万円,-7.90,-0.78,－円,－回,－,"","","",""
0012,2020-06-15,1001.70,1007.60,09:04,955.21,14:44,958.28,161096000株,－百万円,-40.96,-4.10,－円,－回,－,"","","",""
0012,2020-06-16,976.13,1008.40,12:30,975.86,09:01,1001.28,131025700株,－百万円,+43.00,+4.49,－円,－回,－,"","","",""
0012,2020-06-17,1006.72,1030.91,10:04,1006.72,09:00,1022.56,244804600株,－百万円,+21.28,+2.13,－円,－回,－,"","","",""
0012,2020-06-18,1026.22,1033.21,15:00,1009.72,10:38,1033.10,144785100株,－百万円,+10.54,+1.03,－円,－回,－,"","","",""
0012,2020-06-19,1036.98,1043.97,14:59,1033.23,09:41,1043.08,141044700株,－百万円,+9.98,+0.97,－円,－回,－,"","","",""
0012,2020-06-22,1040.63,1059.49,13:38,1038.93,09:03,1056.47,126322600株,－百万円,+13.39,+1.28,－円,－回,－,"","","",""
0012,2020-06-23,1064.89,1065.40,09:03,1037.31,10:31,1051.32,152696400株,－百万円,-5.15,-0.49,－円,－回,－,"","","",""
0012,2020-06-24,1050.13,1065.68,10:22,1049.24,09:03,1060.32,140398900株,－百万円,+9.00,+0.86,－円,－回,－,"","","",""
0012,2020-06-25,1044.41,1064.15,10:05,1044.17,09:00,1055.75,133225200株,－百万円,-4.57,-0.43,－円,－回,－,"","","",""
0012,2020-06-26,1061.79,1067.29,09:24,1040.46,11:23,1047.36,155428100株,－百万円,-8.39,-0.79,－円,－回,－,"","","",""
0012,2020-06-29,1035.18,1040.62,09:11,1014.21,13:55,1018.61,131444600株,－百万円,-28.75,-2.74,－円,－回,－,"","","",""
0012,2020-06-30,1033.58,1038.49,09:03,971.48,12:36,1012.11,141923200株,－百万円,-6.50,-0.64,－円,－回,－,"","","",""
0012,2020-07-01,1017.54,1021.24,09:43,994.89,14:52,997.90,129769800株,－百万円,-14.21,-1.40,－円,－回,－,"","","",""
0012,2020-07-02,999.33,1000.78,09:01,941.85,11:04,948.39,200524500株,－百万円,-49.51,-4.96,－円,－回,－,"","","",""
0012,2020-07-03,947.83,978.16,14:59,944.73,09:03,977.85,124609200株,－百万円,+29.46,+3.11,－円,－回,－,"","","",""
0012,2020-07-06,977.73,993.57,14:18,970.11,09:15,990.03,115817000株,－百万円,+12.18,+1.25,－円,－回,－,"","","",""
0012,2020-07-07,991.86,1008.52,09:15,984.07,10:41,1007.30,130470800株,－百万円,+17.27,+1.74,－円,－回,－,"","","",""
0012,2020-07-08,1006.88,1015.05,12:31,998.57,09:39,1008.75,148401300株,－百万円,+1.45,+0.14,－円,－回,－,"","","",""
0012,2020-07-09,1011.14,1013.47,09:03,994.28,09:58,998.70,158749700株,－百万円,-10.05,-1.00,－円,－回,－,"","","",""
