2060,2019-08-30,158,160,09:00,157,13:32,158,287000株,45百万円,0,0,158.296円,288回
2060,2019-09-02,156,157,09:00,155,09:24,155,141000株,22百万円,-3,-1.90,155.889円,146回
2060,2019-09-03,156,158,15:00,156,09:00,158,194800株,31百万円,+3,+1.94,156.598円,187回
2060,2019-09-03,157,158,09:55,156,09:04,156,178000株,28百万円,-2,-1.27,156.643円,165回
2060,2019-09-05,158,162,13:02,156,14:59,157,560200株,89百万円,+1,+0.64,158.587円,274回
2060,2019-09-05,158,159,09:00,155,09:59,155,419800株,66百万円,-2,-1.27,156.753円,173回
2060,2019-09-07,156,156,09:00,153,09:30,156,453300株,70百万円,+1,+0.65,154.774円,316回
2060,2019-09-10,154,156,09:46,153,09:09,156,376100株,58百万円,0,0,154.823円,232回
2060,2019-09-11,155,159,12:48,154,09:00,158,679200株,107百万円,+2,+1.28,157.241円,360回
2060,2019-09-12,161,162,09:00,159,09:39,159,495000株,79百万円,+1,+0.63,160.065円,217回
2060,2019-09-13,159,163,14:18,158,11:03,161,674200株,108百万円,+2,+1.26,160.12円,341回
2060,2019-09-17,161,162,09:00,158,14:59,159,382400株,61百万円,-2,-1.24,159.79円,429回
2060,2019-09-17,159,160,09:00,158,09:18,159,342400株,54百万円,0,0,159.1円,367回,313.84億円
2060,2019-09-19,160,164,13:04,160,09:00,162,654300株,106百万円,+3,+1.89,162.238円,499回,319.76億円
2060,2019-09-20,164,172,14:59,164,09:00,171,963100株,162百万円,+9,+5.56,168.115円,469回,337.53億円
2060,2019-09-24,172,176,09:04,168,12:38,168,608000株,104百万円,-3,-1.75,170.754円,433回,331.61億円
2060,2019-09-25,167,168,12:30,165,09:02,168,266800株,44百万円,0,0,166.711円,155回,331.61億円
2060,2019-09-26,169,170,09:00,166,14:22,167,428200株,72百万円,-1,-0.60,167.692円,303回,329.63億円
2060,2019-09-27,168,168,09:00,164,13:03,165,260800株,43百万円,-2,-1.20,165.609円,226回,325.69億円
2060,2019-09-30,163,164,09:00,160,12:35,162,375600株,61百万円,-3,-1.82,162.02円,220回,319.76億円
2060,2019-10-01,162,166,10:25,162,09:00,164,155700株,26百万円,+2,+1.23,163.91円,120回,323.71億円
2060,2019-10-02,164,164,09:00,162,09:04,163,259100株,42百万円,-1,-0.61,163.121円,180回,321.74億円
2060,2019-10-03,160,161,09:01,157,14:39,158,348800株,55百万円,-5,-3.07,158.774円,310回,311.87億円
2060,2019-10-04,159,159,09:00,157,09:30,159,264000株,42百万円,+1,+0.63,158.432円,114回,313.84億円
2060,2019-10-07,158,161,14:59,157,09:27,160,261900株,42百万円,+1,+0.63,159.068円,179回,315.82億円
2060,2019-10-08,160,163,09:14,160,09:00,162,259200株,42百万円,+2,+1.25,161.756円,176回,319.76億円
2060,2019-10-09,163,164,14:48,160,09:39,164,295600株,48百万円,+2,+1.23,162.248円,159回,323.71億円
2060,2019-10-10,165,166,09:00,162,09:30,162,187900株,31百万円,-2,-1.22,163.479円,157回,319.76億円
2060,2019-10-11,162,164,09:58,162,09:00,164,276400株,45百万円,+2,+1.23,162.784円,122回,323.71億円
2060,2019-10-15,165,166,09:05,163,13:53,164,177900株,29百万円,0,0,164.295円,186回,323.71億円
2060,2019-10-16,164,166,09:03,163,10:46,163,360000株,59百万円,-1,-0.61,164.076円,224回,321.74億円
2060,2019-10-17,163,165,09:18,162,14:58,163,227700株,37百万円,0,0,163.158円,208回,321.74億円
2060,2019-10-18,163,165,09:04,161,13:35,163,340000株,55百万円,0,0,162.813円,133回,321.74億円
2060,2019-10-21,163,165,09:24,163,09:00,164,110800株,18百万円,+1,+0.61,163.995円,58回,323.71億円
2060,2019-10-23,165,167,14:20,165,09:00,167,286100株,47百万円,+3,+1.83,165.845円,160回,329.63億円
2060,2019-10-24,167,168,09:00,166,12:30,166,301900株,50百万円,-1,-0.60,166.917円,182回,327.66億円
2060,2019-10-25,167,168,09:25,166,14:04,166,187800株,31百万円,0,0,166.568円,119回,327.66億円
2060,2019-10-28,165,168,12:30,164,09:04,165,216200株,36百万円,-1,-0.60,165.483円,197回,325.69億円
2060,2019-10-29,167,168,09:29,165,09:09,167,179700株,30百万円,+2,+1.21,166.875円,240回,329.63億円
2060,2019-10-30,167,168,09:01,166,10:28,168,515900株,86百万円,+1,+0.60,167.561円,272回,331.61億円
2060,2019-10-31,168,171,14:59,168,09:00,170,206900株,35百万円,+2,+1.19,169.294円,95回,335.56億円
2060,2019-11-01,169,169,09:00,167,09:23,169,130100株,22百万円,-1,-0.59,168.027円,112回,333.58億円
2060,2019-11-05,170,173,14:57,168,09:01,172,378300株,65百万円,+3,+1.78,170.841円,174回,339.50億円
2060,2019-11-07,174,178,14:59,172,09:03,177,409800株,72百万円,+5,+2.91,175.11円,310回,349.37億円
2060,2019-11-08,174,175,09:00,168,10:20,168,673300株,115百万円,-9,-5.08,170.208円,467回,331.61億円
2060,2019-11-11,170,170,09:00,166,14:59,167,374600株,63百万円,-1,-0.60,168.386円,193回,329.63億円
2060,2019-11-12,169,170,09:49,167,09:13,168,292700株,49百万円,+1,+0.60,168.59円,207回,331.61億円
2060,2019-11-13,167,168,09:02,165,11:05,166,544300株,91百万円,-2,-1.19,166.624円,323回,327.66億円
2060,2019-11-14,166,167,09:09,165,13:07,165,215800株,36百万円,-1,-0.60,165.613円,126回,325.69億円
2060,2019-11-15,165,168,11:29,165,09:00,167,261600株,44百万円,+2,+1.21,166.467円,190回,329.63億円
2060,2019-11-18,168,168,09:00,165,11:16,166,281600株,47百万円,-1,-0.60,166.468円,231回,327.66億円
2060,2019-11-19,167,170,11:12,166,09:03,167,277100株,46百万円,+1,+0.60,167.739円,236回,329.63億円
2060,2019-11-20,167,167,09:00,162,10:32,164,641100株,105百万円,-3,-1.80,164.304円,323回,323.71億円
2060,2019-11-21,164,164,09:00,162,09:45,163,236600株,38百万円,-1,-0.61,162.484円,190回,321.74億円
2060,2019-11-22,164,165,11:25,163,09:01,164,222100株,36百万円,+1,+0.61,163.556円,180回,323.71億円
2060,2019-11-25,164,168,12:31,164,09:00,167,254300株,42百万円,+3,+1.83,166.463円,211回,329.63億円
2060,2019-11-26,169,170,09:00,167,14:53,169,436000株,74百万円,+2,+1.20,169.078円,244回,333.58億円
2060,2019-11-27,169,170,09:04,167,11:02,169,193800株,33百万円,0,0,168.488円,212回,333.58億円
2060,2019-11-28,169,169,09:00,167,09:32,168,176500株,30百万円,-1,-0.59,168.096円,154回,331.61億円
2060,2019-11-29,169,169,09:00,168,09:20,168,215400株,36百万円,0,0,168.453円,120回,331.61億円
2060,2019-12-02,169,170,09:03,169,09:00,170,284600株,48百万円,+2,+1.19,169.28円,191回,335.56億円
2060,2019-12-03,168,169,09:37,167,09:00,169,204500株,34百万円,-1,-0.59,168.031円,225回,333.58億円
2060,2019-12-05,167,168,09:05,166,09:40,166,305100株,51百万円,-2,-1.19,166.672円,235回,327.66億円
2060,2019-12-06,166,168,09:23,166,09:00,168,380400株,64百万円,+2,+1.20,167.076円,221回,331.61億円
2060,2019-12-09,168,171,14:07,167,10:12,170,574800株,97百万円,+2,+1.19,169.153円,270回,335.56億円
2060,2019-12-10,171,176,14:55,170,09:05,176,698600株,121百万円,+6,+3.53,173.42円,340回,347.40億円
2060,2019-12-13,181,182,09:33,179,09:01,180,616600株,111百万円,+3,+1.69,180.413円,407回,355.29億円
2060,2019-12-16,181,181,09:00,179,10:13,180,295100株,53百万円,0,0,180.197円,193回,355.29億円
2060,2019-12-17,180,182,09:10,180,09:00,181,382200株,69百万円,+1,+0.56,180.837円,182回,357.27億円
2060,2019-12-18,182,182,09:00,181,09:00,182,254300株,46百万円,+1,+0.55,181.66円,109回,359.24億円
2060,2019-12-19,183,184,14:15,182,09:01,184,243800株,45百万円,+2,+1.10,183.171円,150回,363.19億円
2060,2019-12-20,185,189,14:46,184,09:00,189,682000株,128百万円,+5,+2.72,187.377円,298回,373.06億円
2060,2019-12-23,190,191,13:56,188,09:30,191,422400株,80百万円,+2,+1.06,189.887円,194回,377.01億円
2060,2019-12-24,192,193,09:02,189,10:17,191,389300株,74百万円,0,0,190.379円,312回,377.01億円
2060,2019-12-25,189,190,09:07,181,12:34,182,460000株,85百万円,-9,-4.71,184.1円,286回,359.24億円
2060,2019-12-26,181,185,13:38,181,09:00,183,347200株,64百万円,+1,+0.55,182.932円,180回,361.22億円
