6753,2020-05-22,1136,1146,09:35,1112,14:25,1117,1985600株,2239百万円,-12,-1.06,1127.648円,2434回,5947億円,05/15,587.1,3308.9,5.64
6753,2020-05-25,1133,1142,09:21,1121,10:33,1135,1540100株,1743百万円,+18,+1.61,1131.555円,1963回,6043億円,05/15,587.1,3308.9,5.64
6753,2020-05-26,1143,1167,14:48,1133,09:27,1167,2523700株,2904百万円,+32,+2.82,1150.665円,2598回,6213億円,05/15,587.1,3308.9,5.64
6753,2020-05-27,1164,1176,12:48,1143,09:14,1170,2784000株,3238百万円,+3,+0.26,1163.179円,3407回,6229億円,05/22,478.1,3248.3,6.79
6753,2020-05-28,1189,1235,11:20,1178,09:01,1218,4178900株,5082百万円,+48,+4.10,1216.218円,5346回,6485億円,05/22,478.1,3248.3,6.79
6753,2020-05-29,1190,1204,09:29,1167,15:00,1167,2945900株,3481百万円,-51,-4.19,1181.62円,3193回,6213億円,05/22,478.1,3248.3,6.79
6753,2020-06-01,1160,1177,10:58,1148,09:02,1167,1422200株,1653百万円,0,0,1162.423円,2192回,6213億円,05/22,478.1,3248.3,6.79
6753,2020-06-02,1182,1211,10:38,1176,09:01,1189,1943500株,2325百万円,+22,+1.89,1196.045円,2640回,6330億円,05/22,478.1,3248.3,6.79
6753,2020-06-03,1209,1226,09:05,1190,11:26,1202,2517300株,3026百万円,+13,+1.09,1202.092円,3311回,6400億円,05/29,470.7,2740.0,5.82
6753,2020-06-04,1215,1228,09:03,1191,12:32,1213,2197800株,2662百万円,+11,+0.92,1211.255円,2698回,6458億円,05/29,470.7,2740.0,5.82
6753,2020-06-05,1194,1221,15:00,1192,09:03,1221,1401900株,1701百万円,+8,+0.66,1213.129円,1659回,6501億円,05/29,470.7,2740.0,5.82
6753,2020-06-08,1250,1305,14:08,1245,09:00,1305,3356100株,4311百万円,+84,+6.88,1284.599円,4074回,6948億円,05/29,470.7,2740.0,5.82
6753,2020-06-09,1319,1346,09:14,1267,12:52,1287,3401700株,4410百万円,-18,-1.38,1296.363円,5262回,6852億円,05/29,470.7,2740.0,5.82
6753,2020-06-10,1257,1285,10:23,1255,09:01,1276,1590200株,2028百万円,-11,-0.85,1275.063円,2351回,6794億円,06/05,539.6,2484.6,4.60
6753,2020-06-11,1242,1258,09:10,1207,12:51,1213,2523700株,3101百万円,-63,-4.94,1228.586円,3349回,6458億円,06/05,539.6,2484.6,4.60
6753,2020-06-12,1160,1195,14:03,1143,10:04,1189,2713700株,3178百万円,-24,-1.98,1171.209円,4408回,6330億円,06/05,539.6,2484.6,4.60
6753,2020-06-15,1182,1185,09:00,1136,15:00,1136,1971600株,2285百万円,-53,-4.46,1159.024円,3337回,6048億円,06/05,539.6,2484.6,4.60
6753,2020-06-16,1183,1210,12:33,1175,09:11,1200,2364300株,2828百万円,+64,+5.63,1196.053円,3545回,6389億円,06/05,539.6,2484.6,4.60
6753,2020-06-17,1200,1204,13:55,1182,09:18,1200,1705000株,2041百万円,0,0,1196.813円,2652回,6389億円,06/12,468.9,2782.8,5.93
6753,2020-06-18,1196,1203,12:46,1181,10:34,1197,1233600株,1472百万円,-3,-0.25,1193.071円,1930回,6373億円,06/12,468.9,2782.8,5.93
6753,2020-06-19,1204,1204,09:00,1177,14:21,1178,1830300株,2166百万円,-19,-1.59,1183.415円,2055回,6272億円,06/12,468.9,2782.8,5.93
6753,2020-06-22,1169,1194,10:30,1162,09:00,1178,1350900株,1596百万円,0,0,1181.233円,2181回,6272億円,06/12,468.9,2782.8,5.93
6753,2020-06-23,1194,1213,09:27,1183,10:42,1194,1676000株,2010百万円,+16,+1.36,1199.056円,2668回,6357億円,06/12,468.9,2782.8,5.93
6753,2020-06-24,1191,1201,09:04,1185,09:01,1192,1058800株,1261百万円,-2,-0.17,1191.269円,1650回,6346億円,06/19,436.8,2776.1,6.36
6753,2020-06-25,1170,1175,09:00,1152,13:47,1163,1502500株,1747百万円,-29,-2.43,1162.78円,1973回,6192億円,06/19,436.8,2776.1,6.36
6753,2020-06-26,1180,1181,09:00,1159,14:47,1163,1051500株,1230百万円,0,0,1170.227円,1910回,6192億円,06/19,436.8,2776.1,6.36
6753,2020-06-29,1151,1155,09:00,1114,14:54,1114,2012200株,2267百万円,-49,-4.21,1126.6円,2847回,5931億円,06/19,436.8,2776.1,6.36
6753,2020-06-30,1150,1172,13:33,1146,09:03,1146,2348700株,2720百万円,+32,+2.87,1157.907円,2641回,6101億円,06/26,432.6,2749.3,6.36
6753,2020-07-01,1176,1176,09:02,1115,14:51,1123,2491900株,2841百万円,-23,-2.01,1139.911円,3106回,5979億円,06/26,432.6,2749.3,6.36
6753,2020-07-02,1123,1138,12:39,1105,10:12,1114,2240400株,2513百万円,-9,-0.80,1121.767円,3107回,5931億円,06/26,432.6,2749.3,6.36
