4188,2019-08-06,740.4,740.5,09:00,725.2,12:30,733.9,5724200株,4196百万円,-15.4,-2.06,733.052円,9367回
4188,2019-08-06,710.9,735.7,13:13,708.3,09:04,733.8,7400100株,5351百万円,-0.1,-0.01,723.072円,10030回
4188,2019-08-07,728.2,731.2,09:59,721.2,11:07,724.0,4494200株,3259百万円,-9.8,-1.34,725.242円,7304回
4188,2019-08-08,725.0,732.2,11:01,720.4,09:32,725.4,4272100株,3104百万円,+1.4,+0.19,726.512円,7432回
4188,2019-08-09,730.0,731.3,09:00,717.6,10:23,726.1,5058900株,3659百万円,+0.7,+0.10,723.347円,7346回
4188,2019-08-13,716.1,717.2,09:00,704.3,10:59,705.0,5757600株,4075百万円,-21.1,-2.91,707.838円,9843回
4188,2019-08-14,713.6,729.1,14:48,710.7,09:00,728.1,5303900株,3831百万円,+23.1,+3.28,722.241円,7654回
4188,2019-08-15,705.0,720.8,12:33,700.0,09:32,717.5,6396800株,4552百万円,-10.6,-1.46,711.649円,9887回
4188,2019-08-16,706.1,720.7,14:49,701.8,09:00,719.9,5765900株,4115百万円,+2.4,+0.33,713.619円,7548回
4188,2019-08-19,726.4,733.0,13:02,724.5,09:09,730.0,5474200株,3991百万円,+10.1,+1.40,729.124円,7594回
4188,2019-08-20,727.0,729.3,14:59,724.3,10:53,728.9,3670700株,2669百万円,-1.1,-0.15,727.224円,6547回
4188,2019-08-21,721.5,725.3,10:39,716.8,14:59,716.9,4614900株,3325百万円,-12.0,-1.65,720.474円,6588回
4188,2019-08-22,722.0,727.1,09:01,715.5,12:30,719.2,4243000株,3049百万円,+2.3,+0.32,718.657円,6487回
4188,2019-08-23,714.0,719.0,09:55,706.0,09:01,711.0,5616200株,4004百万円,-8.2,-1.14,712.91円,8352回
4188,2019-08-26,702.4,705.5,10:18,698.8,09:09,702.4,6918000株,4860百万円,-8.6,-1.21,702.461円,8630回
4188,2019-08-26,709.9,715.9,13:47,709.2,09:01,712.0,4221100株,3009百万円,+9.6,+1.37,712.884円,6218回
4188,2019-08-28,712.0,717.7,14:59,709.5,09:20,716.8,3807800株,2721百万円,+4.8,+0.67,714.605円,5526回
4188,2019-08-29,716.5,721.1,14:16,712.9,11:06,720.7,3439900株,2470百万円,+3.9,+0.54,717.968円,5692回
4188,2019-08-30,728.0,730.5,09:00,720.9,09:44,729.2,5465400株,3974百万円,+8.5,+1.18,727.107円,5903回
4188,2019-09-02,729.4,735.6,14:30,724.7,09:21,735.0,4035000株,2955百万円,+5.8,+0.80,732.342円,5334回
4188,2019-09-03,732.7,742.3,10:42,731.6,09:00,736.8,3747900株,2765百万円,+1.8,+0.24,737.637円,6173回
4188,2019-09-03,736.0,739.0,14:02,727.3,09:15,737.7,4236000株,3109百万円,+0.9,+0.12,733.877円,6728回
4188,2019-09-05,737.7,753.0,11:10,737.7,09:00,750.6,6752600株,5048百万円,+12.9,+1.75,747.61円,8161回
4188,2019-09-05,760.0,783.6,13:53,755.2,09:00,778.8,12284700株,9519百万円,+28.2,+3.76,774.876円,15869回
4188,2019-09-07,778.8,793.3,09:03,774.8,09:30,787.3,10666000株,8359百万円,+8.5,+1.09,783.726円,14019回
4188,2019-09-10,787.3,807.8,12:49,787.3,09:00,804.1,12130300株,9717百万円,+16.8,+2.13,801.066円,15727回
4188,2019-09-11,806.2,818.5,09:35,806.1,09:00,815.3,10640800株,8648百万円,+11.2,+1.39,812.677円,15084回
4188,2019-09-12,820.0,827.0,09:01,813.6,09:11,814.9,8428800株,6899百万円,-0.4,-0.05,818.45円,10320回
4188,2019-09-13,815.0,823.3,14:59,810.3,09:13,822.7,9274000株,7586百万円,+7.8,+0.96,818.031円,10340回
4188,2019-09-17,815.3,821.7,10:14,809.0,14:49,810.0,7790300株,6336百万円,-12.7,-1.54,813.347円,10106回
4188,2019-09-17,810.0,811.3,09:00,800.4,15:00,800.4,6748300株,5427百万円,-9.6,-1.19,804.219円,7890回,12056.33億円
4188,2019-09-19,809.7,817.9,10:22,807.8,09:14,809.1,6669300株,5413百万円,+8.7,+1.09,811.615円,8478回,12187.38億円
4188,2019-09-20,816.2,817.0,09:16,807.4,14:00,811.2,6996900株,5675百万円,+2.1,+0.26,811.047円,7380回,12219.01億円
4188,2019-09-24,816.0,819.2,09:01,812.3,10:52,813.6,5929400株,4827百万円,+2.4,+0.30,814.046円,8295回,12255.16億円
4188,2019-09-25,804.4,810.6,13:59,795.9,09:02,808.4,5657600株,4552百万円,-5.2,-0.64,804.651円,7830回,12176.83億円
4188,2019-09-26,816.0,823.0,09:02,808.2,14:59,809.6,9426300株,7667百万円,+1.2,+0.15,813.342円,10004回,12194.91億円
4188,2019-09-27,790.2,795.5,09:04,780.5,09:34,787.0,6624700株,5201百万円,-22.6,-2.79,785.083円,10055回,11854.49億円
4188,2019-09-30,781.0,784.1,09:12,768.0,14:40,770.1,6097100株,4719百万円,-16.9,-2.15,774.043円,9420回,11599.92億円
4188,2019-10-01,773.0,787.0,10:57,772.5,09:00,785.7,4675700株,3661百万円,+15.6,+2.03,783.06円,7534回,11834.91億円
4188,2019-10-02,778.4,785.8,14:27,774.0,09:02,785.6,4632700株,3620百万円,-0.1,-0.01,781.483円,6648回,11833.40億円
4188,2019-10-03,768.0,771.5,09:09,762.3,10:55,764.6,5569800株,4263百万円,-21.0,-2.67,765.374円,8085回,11517.08億円
4188,2019-10-04,761.8,763.7,09:00,754.8,09:53,762.6,5328300株,4049百万円,-2.0,-0.26,759.973円,9948回,11486.95億円
4188,2019-10-07,765.0,766.2,09:00,757.2,10:16,760.8,2945500株,2241百万円,-1.8,-0.24,760.83円,5555回,11459.84億円
4188,2019-10-08,765.0,771.5,09:14,763.3,14:23,764.6,3787500株,2903百万円,+3.8,+0.50,766.503円,6993回,11517.08億円
4188,2019-10-09,757.5,761.3,13:03,755.7,09:06,761.3,3299000株,2506百万円,-3.3,-0.43,759.484円,5195回,11467.37億円
4188,2019-10-10,768.5,777.5,15:00,758.7,09:30,777.5,5571200株,4299百万円,+16.2,+2.13,771.61円,8285回,11711.39億円
4188,2019-10-11,790.0,812.8,14:59,784.8,09:00,812.5,11830100株,9489百万円,+35.0,+4.50,802.133円,14989回,12238.59億円
4188,2019-10-15,823.5,830.6,09:04,815.1,09:36,821.7,7275000株,5978百万円,+9.2,+1.13,821.671円,9607回,12377.17億円
4188,2019-10-16,832.0,835.7,09:00,811.6,13:20,815.6,6407300株,5258百万円,-6.1,-0.74,820.663円,10018回,12285.29億円
4188,2019-10-17,818.7,821.6,09:07,813.2,14:59,814.2,3957000株,3231百万円,-1.4,-0.17,816.607円,5558回,12264.20億円
4188,2019-10-18,820.0,829.6,10:16,816.4,09:03,825.7,6477400株,5341百万円,+11.5,+1.41,824.601円,8035回,12437.42億円
4188,2019-10-21,825.7,828.9,10:11,823.5,15:00,823.5,3118200株,2573百万円,-2.2,-0.27,825.173円,4401回,12404.28億円
4188,2019-10-23,830.0,833.3,09:00,817.6,09:40,823.9,6213400株,5116百万円,+0.4,+0.05,823.412円,8860回,12410.31億円
4188,2019-10-24,832.0,839.0,09:05,826.9,13:51,828.9,6284500株,5224百万円,+5.0,+0.61,831.324円,7836回,12485.62億円
4188,2019-10-25,830.1,834.6,09:01,820.7,10:49,825.4,5116000株,4222百万円,-3.5,-0.42,825.203円,8004回,12432.90億円
4188,2019-10-28,829.6,832.4,09:07,822.7,14:59,823.9,3024100株,2497百万円,-1.5,-0.18,825.777円,5199回,12410.31億円
4188,2019-10-29,831.1,838.4,09:03,831.1,09:00,838.0,5741100株,4795百万円,+14.1,+1.71,835.234円,8117回,12622.69億円
4188,2019-10-30,837.0,839.8,09:00,828.9,13:39,831.9,3879300株,3230百万円,-6.1,-0.73,832.684円,6120回,12530.81億円
4188,2019-10-31,831.0,831.0,09:00,821.0,11:07,830.6,4325800株,3580百万円,-3.1,-0.37,827.684円,6697回,12511.23億円
4188,2019-11-01,816.2,827.6,13:34,811.1,09:00,826.6,7168500株,5876百万円,-4.0,-0.48,819.711円,11650回,12450.98億円
4188,2019-11-05,845.9,857.7,14:56,842.8,10:30,855.5,12387800株,10559百万円,+28.9,+3.50,852.393円,14306回,12886.29億円
4188,2019-11-06,875.5,882.3,09:44,865.9,13:05,876.3,9137200株,7984百万円,+20.8,+2.43,873.792円,12243回,13199.60億円
4188,2019-11-07,872.6,880.4,15:00,866.2,09:10,880.4,6516500株,5708百万円,+4.1,+0.47,875.979円,8736回,13261.36億円
4188,2019-11-08,887.0,887.6,09:00,873.6,11:21,879.2,7144200株,6288百万円,-1.2,-0.14,880.148円,9345回,13243.29億円
4188,2019-11-11,884.0,886.9,09:02,873.1,11:29,877.1,4388000株,3855百万円,-2.1,-0.24,878.522円,6952回,13211.65億円
4188,2019-11-12,874.5,876.6,09:00,864.5,10:33,875.0,5987900株,5213百万円,-2.1,-0.24,870.595円,6648回,13180.02億円
4188,2019-11-13,875.0,879.1,14:39,870.7,09:57,878.9,3274500株,2867百万円,+3.9,+0.45,875.47円,5938回,13238.77億円
4188,2019-11-14,869.1,873.2,09:15,861.4,15:00,861.4,3861200株,3343百万円,-15.5,-1.77,865.843円,8187回,12975.17億円
